,marla,area_sqft,floor_number,total_floors,bedrooms,bathrooms,kitchens,servant_quarters,store_rooms,society,luxury_score,drawing_room,dining_room,lounge_or_sitting_room,laundry_room,study_room,prayer_room,powder_room,gym,steam_room,other_rooms,price_per_sqft,price,agePossession
2028,2.2,598.95,7.0,11.0,2.0,2.0,1.0,,,Main Canal Bank Road,140,1,1,1,1,1,1,1,1,1,1,20035.061357375405,1.2,Under construction
2029,3.0,816.75,,,1.0,1.0,1.0,,,Main Canal Bank Road,45,0,0,1,0,0,0,0,1,0,0,8448.11753902663,0.69,Undefined
2030,2.8,762.3,,,1.0,1.0,1.0,1.0,1.0,Main Canal Bank Road,126,1,1,1,1,1,1,1,1,1,1,34107.30683457956,2.6,Under construction
2031,3.4,925.65,4.0,,2.0,2.0,1.0,,,Main Canal Bank Road,93,0,0,1,0,0,0,0,0,0,0,15124.50710311673,1.4,New Property
2032,3.2,871.2,,,2.0,2.0,1.0,,,Main Canal Bank Road,18,0,1,0,0,0,0,0,0,0,0,11363.636363636362,0.99,Undefined
2033,2.2,598.95,,,2.0,2.0,1.0,1.0,1.0,Main Canal Bank Road,140,1,1,1,1,1,1,1,1,1,1,16445.446197512312,0.985,Undefined
2034,4.4,1197.9,6.0,,2.0,2.0,1.0,,,Main Canal Bank Road,137,0,0,0,0,0,0,0,0,0,0,12354.954503714833,1.48,New Property
2035,3.6,980.1,,,2.0,2.0,1.0,,,Main Canal Bank Road,94,0,0,0,0,0,0,0,0,0,0,12549.739822467094,1.23,Undefined
2036,3.6,980.1,,,2.0,2.0,1.0,1.0,1.0,Main Canal Bank Road,94,0,0,0,0,0,0,0,0,0,0,12345.67901234568,1.21,Undefined
2037,2.7,735.075,,,1.0,1.0,1.0,,1.0,Main Canal Bank Road,94,0,0,0,0,0,0,0,0,0,0,12345.679012345678,0.9075,Undefined
2038,2.3,626.175,4.0,4.0,1.0,1.0,,1.0,,Main Canal Bank Road,140,1,1,1,1,1,1,1,1,1,1,12217.031979877831,0.765,New Property
2039,4.4,1197.9,,,1.0,2.0,1.0,,1.0,Main Canal Bank Road,94,0,0,0,0,0,0,0,0,0,0,12354.954503714833,1.48,Undefined
2040,3.8,1034.55,,,1.0,1.0,1.0,,,Main Canal Bank Road,94,0,0,0,0,0,0,0,0,0,0,12372.529118940603,1.28,Undefined
2041,3.6,980.1,,,1.0,1.0,1.0,,,Main Canal Bank Road,94,0,0,0,0,0,0,0,0,0,0,12549.739822467094,1.23,Undefined
2042,3.6,980.1,,,1.0,1.0,1.0,,,Main Canal Bank Road,94,0,0,0,0,0,0,0,0,0,0,12345.67901234568,1.21,Undefined
2043,4.4,1197.9,,,2.0,2.0,1.0,,,Main Canal Bank Road,94,0,0,0,0,0,0,0,0,0,0,12354.954503714833,1.48,Undefined
2044,3.0,816.75,,,1.0,1.0,1.0,,,Nespak Housing Scheme,116,1,1,1,1,1,1,1,1,1,1,7346.189164370982,0.6,New Property
2045,2.0,544.5,,,1.0,1.0,1.0,,,Nespak Housing Scheme,113,1,0,1,0,0,1,0,0,0,1,7346.189164370982,0.4,New Property
2046,2.5,680.625,5.0,7.0,1.0,1.0,1.0,,1.0,Main Canal Bank Road,136,1,1,1,1,1,1,1,1,1,1,17924.701561065198,1.22,New Property
2047,3.0,816.75,,,1.0,1.0,,1.0,,Main Canal Bank Road,140,1,1,1,1,1,1,1,1,1,1,19344.964799510253,1.58,New Property
2048,1.8,490.05,6.0,,3.0,4.0,1.0,,1.0,Main Canal Bank Road,137,1,1,1,0,1,1,0,0,0,1,12243.648607284971,0.6,New Property
2049,2.9,789.525,,,2.0,1.0,1.0,,1.0,Main Canal Bank Road,94,0,0,0,0,0,0,0,0,0,0,12444.191127576707,0.9825,Undefined
2050,2.9,789.525,6.0,,3.0,3.0,1.0,1.0,1.0,Main Canal Bank Road,137,0,0,0,0,0,0,0,0,0,1,12444.191127576707,0.9825,New Property
2051,3.8,1034.55,,,3.0,3.0,2.0,1.0,1.0,Main Canal Bank Road,94,0,0,0,0,0,0,0,0,0,0,12372.529118940603,1.28,Undefined
2052,1.8,490.05,,,7.0,1.0,1.0,2.0,1.0,Main Canal Bank Road,94,0,0,0,0,0,0,0,0,0,0,12243.648607284971,0.6,Undefined
2054,3.1,843.975,,17.0,,,,1.0,1.0,Main Canal Bank Road,140,1,1,1,1,1,1,1,1,1,1,13625.996030688113,1.15,Under construction
2055,3.1,843.975,,,,,1.0,1.0,1.0,Main Canal Bank Road,137,1,1,1,1,1,1,1,1,1,1,13625.996030688113,1.15,New Property
2056,2.0,544.5,6.0,11.0,3.0,3.0,1.0,,,Main Canal Bank Road,101,0,0,1,1,1,1,1,1,1,1,20202.0202020202,1.1,Under construction
2057,2.1,571.725,4.0,11.0,1.0,1.0,1.0,,,Main Canal Bank Road,107,0,0,1,1,0,1,0,0,0,1,22388.38602474966,1.28,Under construction
2058,11.9,3239.775,2.0,,1.0,1.0,1.0,,1.0,Main Canal Bank Road,84,1,1,1,1,1,0,0,1,0,0,11111.88276963678,3.6,Undefined
2059,2.0,544.5,,,1.0,1.0,1.0,,,Nespak Housing Scheme,105,1,1,1,1,1,1,1,1,1,1,7162.534435261708,0.39,New Property
2060,1.4,381.15,3.0,,1.0,1.0,1.0,,,Main Canal Bank Road,66,1,1,0,0,1,1,0,0,0,1,11019.283746556475,0.42,Relatively New
2061,2.5,680.625,,11.0,3.0,3.0,1.0,,,Main Canal Bank Road,137,1,1,1,1,1,0,1,0,0,0,14398.530762167125,0.98,Relatively New
2062,3.6,980.1,,,3.0,3.0,1.0,,,Main Canal Bank Road,23,0,0,0,0,0,0,0,0,0,0,11121.314151617182,1.09,Undefined
2063,2.0,544.5,,11.0,3.0,3.0,1.0,,1.0,Main Canal Bank Road,62,0,0,0,0,0,0,0,0,0,0,26629.935720844813,1.45,New Property
2064,6.3,1715.175,,,1.0,1.0,1.0,,,Main Canal Bank Road,96,1,1,0,0,0,0,0,0,0,0,12768.376404740042,2.19,Undefined
2065,2.3,626.175,,8.0,2.0,2.0,1.0,,,Main Canal Bank Road,113,0,0,1,0,0,0,0,0,0,0,12217.031979877831,0.765,Undefined
2066,2.5,680.625,5.0,7.0,2.0,2.0,1.0,,,Main Canal Bank Road,123,1,1,1,1,1,0,0,1,1,1,18218.549127640035,1.24,New Property
2067,2.5,680.625,5.0,7.0,,,,,,Main Canal Bank Road,133,1,1,1,1,1,1,1,1,1,1,18659.320477502297,1.27,New Property
2068,2.9,789.525,,,2.0,2.0,1.0,1.0,1.0,Main Canal Bank Road,96,0,0,0,0,0,0,0,0,0,0,12919.160254583452,1.02,Undefined
2069,6.3,1715.175,,,4.0,5.0,1.0,1.0,1.0,Main Canal Bank Road,96,0,0,0,0,0,0,0,0,0,0,12768.376404740042,2.19,Undefined
2070,6.3,1715.175,,4.0,1.0,1.0,1.0,1.0,1.0,Main Canal Bank Road,110,0,0,0,0,0,0,0,0,0,0,12768.376404740042,2.19,Relatively New
2071,6.3,1715.175,,,1.0,1.0,1.0,,,Main Canal Bank Road,107,1,0,0,0,0,0,0,0,0,1,12768.376404740042,2.19,Undefined
2072,1.8,490.05,,,1.0,1.0,,2.0,1.0,Main Canal Bank Road,94,0,0,0,0,0,0,0,0,0,0,12651.770227527802,0.62,Undefined
2073,3.8,1034.55,,,,,,,,Main Canal Bank Road,135,0,0,0,0,0,0,0,0,0,0,12372.529118940603,1.28,New Property
2074,3.0,816.75,,,,,,,,Main Canal Bank Road,22,0,0,0,0,0,0,0,0,0,1,6489.133761861034,0.53,Undefined
2075,4.0,1089.0,,,,,,,,Main Canal Bank Road,18,0,0,0,0,0,0,0,0,0,0,5509.641873278237,0.6,Undefined
2076,2.8,762.3,7.0,11.0,1.0,1.0,1.0,1.0,1.0,Main Canal Bank Road,133,1,1,1,1,1,1,1,1,1,1,23612.75088547816,1.8,New Property
2077,2.8,762.3,,,1.0,1.0,,,,Main Canal Bank Road,119,1,1,1,0,0,0,0,0,0,1,9182.736455463728,0.7,New Property
2078,3.4,925.65,,,6.0,8.0,4.0,1.0,1.0,Main Canal Bank Road,110,1,1,1,1,1,1,1,1,1,1,12963.86323124291,1.2,Relatively New
2079,1.6,435.6,2.0,4.0,1.0,1.0,1.0,1.0,1.0,Johar Town,86,0,0,0,0,0,0,0,0,0,0,11478.420569329659,0.5,Relatively New
2080,2.1,571.725,,12.0,1.0,1.0,1.0,1.0,,Johar Town,133,1,1,1,1,1,1,1,1,1,0,17665.835847654027,1.01,Moderately Old
2081,2.2,598.95,,,4.0,4.0,2.0,1.0,2.0,Johar Town,133,1,1,1,1,1,1,1,1,1,1,17029.802153769095,1.02,New Property
2082,2.1,571.725,,,5.0,6.0,2.0,2.0,1.0,Johar Town,137,1,1,1,1,1,1,1,1,1,1,17840.745113472385,1.02,New Property
2083,3.3,898.425,2.0,2.0,2.0,2.0,1.0,1.0,1.0,Johar Town,135,1,1,1,1,1,1,1,1,1,1,7234.88326794112,0.65,Relatively New
2084,2.0,544.5,2.0,4.0,1.0,1.0,1.0,,1.0,Johar Town,89,1,1,1,1,1,1,1,1,1,0,11937.557392102846,0.65,New Property
2085,1.7,462.825,,,1.0,1.0,1.0,1.0,2.0,Johar Town,33,0,0,1,0,0,0,0,0,0,0,7994.382325933128,0.37,Undefined
2086,1.8,490.05,,,1.0,1.0,1.0,,,Johar Town,97,1,1,1,1,1,1,1,1,1,1,10203.040506070809,0.5,New Property
2087,1.7,462.825,,11.0,1.0,1.0,2.0,1.0,1.0,Johar Town,129,1,1,1,1,1,1,1,1,1,1,9398.80084265111,0.435,Relatively New
2088,1.8,490.05,8.0,,,,,,1.0,Johar Town,131,1,1,1,1,1,1,1,1,1,1,12651.770227527802,0.62,Relatively New
2089,2.8,762.3,,,1.0,1.0,1.0,,,Johar Town,107,1,1,1,1,1,1,1,1,1,0,11544.011544011544,0.88,New Property
2090,4.1,1116.225,,,1.0,1.0,1.0,,1.0,Johar Town,107,1,1,1,1,1,1,1,1,1,0,7256.601491634751,0.81,New Property
2091,3.6,980.1,4.0,5.0,1.0,1.0,1.0,,,Johar Town,34,0,0,1,0,0,0,0,0,0,0,7652.280379553106,0.75,Undefined
2092,2.2,598.95,2.0,3.0,1.0,1.0,1.0,,,Johar Town,132,1,1,1,1,1,1,1,1,1,0,10852.324901911677,0.65,New Property
2093,0.8,217.8,3.0,6.0,1.0,1.0,1.0,,,Johar Town,140,1,1,1,1,1,1,1,1,1,1,15381.083562901744,0.335,New Property
2094,1.6,435.6,3.0,5.0,1.0,1.0,1.0,1.0,1.0,Johar Town,110,0,0,1,0,0,0,0,0,0,1,15610.651974288337,0.68,Relatively New
2095,1.6,435.6,2.0,4.0,2.0,2.0,1.0,1.0,1.0,Johar Town,122,1,1,1,1,1,1,1,1,1,1,12396.694214876032,0.54,Relatively New
2096,1.6,435.6,,,1.0,1.0,1.0,,1.0,Johar Town,33,0,0,0,0,0,0,0,0,0,0,11478.420569329659,0.5,New Property
2097,1.5,408.375,,,1.0,1.0,,1.0,1.0,Johar Town,110,1,1,1,1,1,1,1,1,1,1,11509.029690847872,0.47,New Property
2098,2.0,544.5,3.0,5.0,1.0,1.0,,,,Johar Town,128,1,1,1,1,1,1,1,1,1,1,9182.736455463728,0.5,Relatively New
2099,0.8,217.8,3.0,5.0,2.0,2.0,,1.0,1.0,Johar Town,140,1,1,1,1,1,1,1,1,1,0,15151.51515151515,0.33,New Property
2100,2.0,544.5,3.0,17.0,2.0,2.0,1.0,2.0,1.0,Johar Town,121,1,1,1,1,1,1,1,1,1,1,10101.0101010101,0.55,Relatively New
2101,1.6,435.6,3.0,5.0,1.0,1.0,,1.0,1.0,Johar Town,85,0,0,1,0,0,0,0,0,0,1,10330.578512396694,0.45,Relatively New
2102,1.7,462.825,2.0,4.0,2.0,2.0,1.0,,,Johar Town,140,1,1,1,1,1,1,1,1,1,1,10371.090584994328,0.48,Relatively New
2103,4.0,1089.0,3.0,5.0,1.0,1.0,,1.0,1.0,Johar Town,132,1,1,1,1,1,1,1,1,1,1,6887.052341597796,0.75,Moderately Old
2104,1.7,462.825,3.0,5.0,1.0,1.0,,,,Johar Town,137,0,0,1,1,1,1,1,1,1,1,8642.575487495275,0.4,New Property
2105,1.6,435.6,3.0,4.0,1.0,1.0,1.0,1.0,1.0,Johar Town,121,1,1,1,1,1,1,1,1,1,0,11822.77318640955,0.515,Undefined
2106,2.6,707.85,5.0,5.0,1.0,1.0,1.0,,,Johar Town,120,1,1,1,1,1,1,1,1,1,0,6851.734124461397,0.485,Undefined
2107,4.1,1116.225,,22.0,1.0,1.0,1.0,,1.0,Johar Town,136,1,1,1,1,1,1,1,1,1,1,4031.4452731304177,0.45,Under construction
2108,3.6,980.1,,4.0,1.0,1.0,1.0,1.0,1.0,Johar Town,120,1,1,1,1,1,1,1,1,1,1,6631.976328946026,0.65,Relatively New
2109,2.1,571.725,5.0,5.0,1.0,1.0,1.0,,,Johar Town,133,1,1,1,1,1,1,1,1,1,1,8483.099392190301,0.485,Undefined
2110,4.4,1197.9,,,3.0,3.0,1.0,1.0,1.0,Johar Town,61,0,0,0,0,0,0,0,0,0,0,18115.03464396026,2.17,Undefined
2111,1.1,299.475,3.0,4.0,3.0,3.0,1.0,1.0,1.0,Johar Town,137,1,1,1,1,1,1,1,1,1,1,13022.789882294013,0.39,Undefined
2112,1.1,299.475,5.0,5.0,5.0,5.0,3.0,1.0,1.0,Johar Town,128,1,1,1,1,1,1,1,1,1,0,9767.09241172051,0.2925,Undefined
2113,1.1,299.475,,5.0,1.0,1.0,1.0,1.0,1.0,Johar Town,140,1,1,1,1,1,1,1,1,1,1,11520.160280490858,0.345,New Property
2114,1.6,435.6,5.0,5.0,1.0,1.0,1.0,1.0,1.0,Johar Town,124,1,1,1,1,1,1,1,1,1,0,11134.06795224977,0.485,Undefined
2115,1.6,435.6,,,1.0,1.0,1.0,1.0,1.0,Johar Town,108,1,1,1,1,1,1,1,1,1,1,10330.578512396694,0.45,Undefined
2116,1.3,353.925,4.0,2.0,2.0,2.0,1.0,,1.0,Johar Town,100,1,1,1,1,1,1,1,0,1,1,11866.920957830049,0.42,Relatively New
2117,2.2,598.95,,,,,1.0,1.0,1.0,Johar Town,119,1,1,1,1,1,1,1,1,1,1,8347.942232239753,0.5,New Property
2118,3.5,952.875,,18.0,,,,,,Johar Town,137,1,1,1,1,1,1,1,1,1,1,20464.38410074774,1.95,Relatively New
2119,3.5,952.875,,18.0,1.0,1.0,1.0,,1.0,Johar Town,137,1,1,1,1,1,1,1,1,1,1,20464.38410074774,1.95,Relatively New
2120,1.6,435.6,4.0,8.0,1.0,1.0,1.0,1.0,1.0,Johar Town,137,1,1,1,1,1,1,1,1,1,1,8264.462809917355,0.36,New Property
2121,1.6,435.6,2.0,5.0,2.0,2.0,1.0,1.0,1.0,Johar Town,137,1,1,1,1,1,1,1,1,1,1,12626.262626262625,0.55,New Property
2122,1.1,299.475,1.0,5.0,2.0,2.0,1.0,,1.0,Johar Town,137,1,1,1,1,1,1,1,1,1,1,11687.119125135654,0.35,New Property
2123,2.2,598.95,2.0,4.0,1.0,1.0,1.0,,,Johar Town,137,1,1,1,1,1,1,1,1,1,1,10852.324901911677,0.65,New Property
2124,5.0,1361.25,,,1.0,1.0,,,,Johar Town,35,1,1,1,1,0,0,0,0,0,0,10284.664830119376,1.4,Undefined
2125,2.2,598.95,2.0,,1.0,1.0,1.0,1.0,1.0,Johar Town,140,1,1,1,1,1,1,1,1,1,1,5843.559562567827,0.35,Under construction
2126,4.1,1116.225,,,2.0,2.0,1.0,1.0,1.0,Johar Town,133,1,1,1,1,1,1,1,1,1,1,8466.035073573878,0.945,Under construction
2127,1.6,435.6,7.0,10.0,1.0,1.0,1.0,1.0,1.0,Johar Town,89,1,1,1,1,0,0,1,1,0,0,9182.736455463728,0.4,Relatively New
2128,1.9,517.275,5.0,6.0,1.0,1.0,2.0,1.0,1.0,Johar Town,134,1,1,1,1,1,1,1,0,0,0,7732.8306993378765,0.4,New Property
2129,5.0,1361.25,2.0,4.0,2.0,2.0,1.0,,,Johar Town,130,1,1,1,1,1,1,0,0,0,1,10284.664830119376,1.4,Relatively New
2130,5.0,1361.25,,,1.0,1.0,1.0,1.0,,Johar Town,13,1,1,1,1,0,0,0,0,0,0,10284.664830119376,1.4,Undefined
2131,2.6,707.85,,,1.0,1.0,1.0,1.0,1.0,Johar Town,18,0,0,1,0,0,0,0,0,0,0,7063.643427279791,0.5,Undefined
2132,1.7,462.825,,12.0,5.0,6.0,2.0,1.0,1.0,Johar Town,132,1,1,1,1,1,1,1,1,1,1,6373.899422027765,0.295,New Property
2133,1.6,435.6,,,1.0,1.0,1.0,1.0,1.0,Johar Town,140,1,1,1,1,1,1,1,1,1,1,6657.483930211202,0.29,New Property
2134,2.4,653.4,1.0,6.0,1.0,1.0,1.0,,,Johar Town,140,1,1,1,1,1,1,1,1,1,0,12243.648607284971,0.8,New Property
2135,2.4,653.4,2.0,21.0,1.0,1.0,1.0,1.0,,Johar Town,140,1,1,1,1,1,1,1,1,1,1,29078.665442301808,1.9,Under construction
2136,1.7,462.825,3.0,4.0,1.0,1.0,1.0,,1.0,Johar Town,140,1,1,1,1,1,1,1,1,1,1,11019.283746556473,0.51,Relatively New
2137,5.0,1361.25,3.0,5.0,3.0,3.0,1.0,,,Johar Town,41,1,1,0,0,0,0,0,0,0,1,10284.664830119376,1.4,Undefined
2138,4.1,1116.225,5.0,11.0,,,,,1.0,Johar Town,133,1,1,1,1,1,1,1,1,1,1,8152.4782189970665,0.91,Under construction
2139,2.0,544.5,6.0,11.0,5.0,6.0,2.0,1.0,1.0,Johar Town,123,1,1,1,1,1,1,1,1,1,1,14692.378328741965,0.8,Under construction
2140,1.8,490.05,,,2.0,2.0,1.0,1.0,1.0,Johar Town,66,1,1,1,1,0,0,1,0,0,0,9794.918885827976,0.48,New Property
2141,1.7,462.825,,,3.0,4.0,1.0,1.0,,Johar Town,13,0,0,0,0,0,0,0,0,0,0,10371.090584994328,0.48,Undefined
2142,1.8,490.05,,,1.0,2.0,1.0,4.0,1.0,Johar Town,96,0,0,0,0,0,0,0,0,0,0,12651.770227527802,0.62,Undefined
2143,1.8,490.05,,7.0,2.0,3.0,1.0,,1.0,Johar Town,129,1,1,1,1,1,1,1,1,1,1,12651.770227527802,0.62,New Property
2144,1.2,326.7,2.0,2.0,3.0,3.0,1.0,1.0,1.0,Johar Town,116,1,0,1,0,0,0,0,0,0,0,11631.466176920723,0.38,New Property
2145,1.8,490.05,3.0,,1.0,1.0,1.0,,1.0,Land Breeze Housing Society,140,1,1,0,0,1,1,0,0,0,1,18161.41210080604,0.89,New Property
2146,4.2,1143.45,,,5.0,6.0,3.0,2.0,2.0,Land Breeze Housing Society,0,0,0,0,0,0,0,0,0,0,0,19677.29240456513,2.25,Undefined
2147,1.8,490.05,,,3.0,3.0,2.0,1.0,1.0,Land Breeze Housing Society,105,1,1,1,1,1,1,1,1,1,1,19385.776961534535,0.95,New Property
2148,4.4,1197.9,6.0,,2.0,2.0,,,,Land Breeze Housing Society,124,1,1,1,1,1,1,1,1,1,1,18365.472910927456,2.2,Undefined
2149,2.2,598.95,6.0,,2.0,2.0,1.0,2.0,2.0,Land Breeze Housing Society,121,1,1,0,0,0,0,0,0,0,1,16695.884464479506,1.0,Relatively New
2150,2.7,735.075,,6.0,2.0,2.0,1.0,0.0,1.0,Land Breeze Housing Society,125,1,1,1,1,1,1,1,1,1,1,15372.581029146684,1.13,Undefined
2151,1.8,490.05,,13.0,2.0,2.0,1.0,1.0,1.0,Land Breeze Housing Society,137,1,1,1,1,1,1,1,1,1,1,18375.675951433528,0.9005,New Property
2152,2.7,735.075,,,,,,,,Land Breeze Housing Society,104,1,1,1,1,1,1,1,1,1,1,16324.864809713294,1.2,Undefined
2153,2.4,653.4,,,,1.0,,,,Land Breeze Housing Society,100,1,1,1,1,1,1,1,1,1,1,36883.991429445974,2.41,Undefined
2154,2.9,789.525,,6.0,1.0,1.0,1.0,,,Land Breeze Housing Society,118,1,1,1,1,1,1,1,1,1,1,12032.551217504197,0.95,New Property
2155,2.7,735.075,3.0,6.0,1.0,1.0,1.0,1.0,1.0,Land Breeze Housing Society,140,1,1,1,1,1,1,1,1,1,1,14964.459408903853,1.1,New Property
2156,1.8,490.05,,,1.0,1.0,1.0,1.0,,Land Breeze Housing Society,108,0,1,1,1,0,1,0,1,0,0,20406.081012141618,1.0,New Property
2157,4.6,1252.35,,,2.0,2.0,1.0,,,Shah Jamal,110,1,1,1,1,1,1,1,1,1,1,14772.22821096339,1.85,New Property
2158,4.7,1279.575,,,1.0,1.0,1.0,,,Shah Jamal,63,1,1,1,1,1,1,0,0,0,1,15630.189711427622,2.0,New Property
2159,3.5,952.875,,,1.0,1.0,1.0,,1.0,Shah Jamal,80,1,1,1,1,1,1,1,1,1,0,16266.561721107175,1.55,Undefined
2160,3.0,816.75,,,1.0,1.0,1.0,1.0,2.0,Shah Jamal,0,0,0,0,0,0,0,0,0,0,0,14692.378328741965,1.2,Undefined
2161,1.3,353.925,,,1.0,1.0,1.0,,,Dream Gardens,83,0,0,1,0,0,0,0,0,0,0,15540.01554001554,0.55,Undefined
2162,2.8,762.3,,,1.0,1.0,1.0,2.0,1.0,Dream Gardens,92,0,0,1,0,0,0,0,0,0,0,15873.015873015875,1.21,Undefined
2163,1.3,353.925,6.0,8.0,2.0,2.0,1.0,,,Dream Gardens,140,1,1,1,1,0,1,1,0,0,1,18365.472910927456,0.65,Undefined
2164,3.1,843.975,,,1.0,1.0,1.0,1.0,1.0,Dream Gardens,104,1,1,1,1,1,1,1,0,0,0,15403.299860777866,1.3,New Property
2165,2.1,571.725,,,1.0,1.0,1.0,1.0,1.0,Dream Gardens,95,1,1,1,1,1,1,1,1,1,0,20814.20263238445,1.19,Undefined
2166,1.5,408.375,,,1.0,1.0,1.0,,,Dream Gardens,73,1,1,1,1,1,1,1,1,1,0,20691.766146311602,0.845,Undefined
2167,1.7,462.825,,,1.0,1.0,1.0,,,Dream Gardens,0,1,1,1,1,0,0,1,0,0,0,20580.13287959812,0.9525,Undefined
2168,1.3,353.925,,,1.0,1.0,1.0,,,Dream Gardens,91,1,1,1,1,1,1,1,1,1,1,20837.748110475382,0.7375,Undefined
2169,1.7,462.825,,,5.0,1.0,1.0,,,Dream Gardens,95,1,1,1,1,1,1,1,1,1,0,20688.165073191813,0.9575,Undefined
2170,1.4,381.15,,,1.0,1.0,1.0,1.0,1.0,Dream Gardens,110,1,1,1,1,1,1,1,1,1,1,20857.929948839042,0.795,New Property
2171,2.4,653.4,,,9.0,1.0,1.0,,,Dream Gardens,22,0,1,0,0,0,0,0,0,0,0,20814.20263238445,1.36,New Property
2172,2.1,571.725,,7.0,6.0,1.0,1.0,2.0,1.0,Dream Gardens,133,1,1,1,1,1,1,1,1,1,1,13118.194936376754,0.75,New Property
2173,1.6,435.6,,,1.0,1.0,1.0,,,Dream Gardens,111,1,1,1,1,0,0,1,0,0,0,15381.083562901744,0.67,Undefined
2174,3.1,843.975,,,2.0,2.0,2.0,,1.0,Dream Gardens,100,0,1,1,1,0,0,1,0,0,0,15403.299860777866,1.3,New Property
2175,2.8,762.3,,,2.0,2.0,1.0,1.0,1.0,Dream Gardens,103,0,0,1,0,1,0,0,0,0,0,15873.015873015875,1.21,Undefined
2176,2.5,680.625,3.0,8.0,1.0,1.0,2.0,2.0,2.0,Dream Gardens,102,1,1,1,1,0,0,0,0,0,1,14692.378328741965,1.0,New Property
2177,2.6,707.85,,7.0,4.0,5.0,2.0,1.0,,Dream Gardens,102,1,1,1,0,1,0,0,0,0,1,12714.558169103624,0.9,New Property
2178,2.2,598.95,1.0,,1.0,1.0,1.0,1.0,1.0,Dawood Residency Housing Scheme,78,1,1,1,0,1,0,0,0,0,1,6344.4360965022115,0.38,New Property
2179,2.5,680.625,,7.0,1.0,1.0,1.0,1.0,1.0,Dream Gardens,102,1,1,1,0,0,0,0,0,0,1,14692.378328741965,1.0,New Property
2180,2.4,653.4,,7.0,2.0,2.0,1.0,,,Dream Gardens,90,1,1,1,0,0,0,0,0,0,1,9947.96449341904,0.65,New Property
2181,2.2,598.95,3.0,7.0,1.0,1.0,1.0,1.0,1.0,Dream Gardens,105,1,1,1,1,1,1,1,1,1,0,12521.913348359629,0.75,Undefined
2182,1.1,299.475,2.0,2.0,1.0,1.0,1.0,1.0,1.0,Dream Gardens,86,1,1,1,1,0,0,1,0,0,1,21036.814425244174,0.63,New Property
2183,2.1,571.725,5.0,14.0,1.0,1.0,1.0,1.0,1.0,Dream Gardens,123,1,1,1,1,1,1,1,1,1,1,15741.833923652104,0.9,New Property
2184,1.7,462.825,2.0,7.0,2.0,2.0,1.0,1.0,1.0,Dream Gardens,126,1,1,1,1,1,1,1,1,1,1,15556.635877491493,0.72,New Property
2185,1.3,353.925,,,1.0,1.0,1.0,1.0,1.0,Dream Gardens,81,1,1,1,1,0,0,1,0,0,0,13844.74111746839,0.49,Undefined
2186,1.3,353.925,5.0,6.0,1.0,1.0,1.0,1.0,1.0,Dream Gardens,140,1,1,1,1,1,1,1,1,1,1,14127.286854559581,0.5,Relatively New
2187,1.7,462.825,2.0,7.0,1.0,1.0,1.0,,,Dream Gardens,126,1,1,1,1,1,1,1,1,1,1,15556.635877491493,0.72,New Property
2188,2.6,707.85,2.0,7.0,1.0,1.0,1.0,,,Dream Gardens,98,1,1,1,1,0,0,0,0,0,0,15540.01554001554,1.1,Undefined
2189,1.3,353.925,6.0,8.0,1.0,1.0,1.0,1.0,1.0,Dream Gardens,135,1,1,1,1,1,1,1,1,1,0,18365.472910927456,0.65,Moderately Old
2190,1.3,353.925,5.0,6.0,3.0,4.0,2.0,,,Dream Gardens,140,1,1,1,1,1,1,1,1,1,1,14127.286854559581,0.5,Relatively New
2191,1.7,462.825,2.0,7.0,,,,,,Dream Gardens,128,1,1,1,1,1,1,1,1,1,1,15556.635877491493,0.72,New Property
2192,2.6,707.85,2.0,7.0,1.0,1.0,1.0,,,Dream Gardens,109,1,1,1,1,0,1,1,0,0,0,15540.01554001554,1.1,Undefined
2193,2.1,571.725,4.0,8.0,1.0,1.0,1.0,2.0,1.0,Dream Gardens,140,1,1,1,1,1,1,1,1,1,1,12243.648607284971,0.7,New Property
2194,1.6,435.6,,,3.0,3.0,1.0,1.0,,Dream Gardens,102,1,1,1,1,0,0,1,0,0,0,15381.083562901744,0.67,Undefined
2195,1.6,435.6,,,1.0,1.0,1.0,1.0,1.0,Dream Gardens,73,0,0,1,0,0,0,0,0,0,0,16069.788797061523,0.7,Undefined
2196,2.8,762.3,,,2.0,2.0,1.0,,1.0,Dream Gardens,60,0,0,1,0,0,0,0,0,0,0,15873.015873015875,1.21,Undefined
2197,1.3,353.925,6.0,8.0,2.0,2.0,1.0,,,Dream Gardens,137,1,1,1,1,1,1,1,1,1,0,18365.472910927456,0.65,New Property
2198,2.3,626.175,,,2.0,2.0,1.0,1.0,1.0,Dream Gardens,131,1,1,1,1,1,1,1,1,1,1,13095.380684313492,0.82,New Property
2199,4.2,1143.45,,,1.0,1.0,1.0,1.0,1.0,Dawood Residency Housing Scheme,23,0,0,0,0,0,0,0,0,0,0,6996.370632734269,0.8,Undefined
2200,1.8,490.05,6.0,8.0,1.0,1.0,1.0,,,Dream Gardens,135,1,1,1,1,1,1,1,1,1,0,13263.952657892052,0.65,Moderately Old
2201,2.6,707.85,6.0,8.0,2.0,2.0,1.0,,2.0,Dream Gardens,140,1,1,1,1,1,1,1,1,1,1,15540.01554001554,1.1,Under construction
2202,10.0,2722.5,,,2.0,2.0,1.0,1.0,2.0,Shanghai Road,136,1,1,1,1,1,1,1,1,1,0,8631.772268135905,2.35,New Property
