,marla,area_sqft,floor_number,total_floors,bedrooms,bathrooms,kitchens,servant_quarters,store_rooms,society,luxury_score,drawing_room,dining_room,lounge_or_sitting_room,laundry_room,study_room,prayer_room,powder_room,gym,steam_room,other_rooms,price_per_sqft,price,agePossession
1234,2.2,598.95,,12.0,,,,,1.0,Gulberg,137,1,1,1,1,1,1,1,1,1,1,18365.472910927456,1.1,New Property
1235,1.8,490.05,,11.0,4.0,5.0,2.0,,1.0,Gulberg,137,1,1,1,1,1,1,1,1,1,1,14284.256708499133,0.7,New Property
1236,0.7,190.575,,,3.0,4.0,1.0,1.0,1.0,Gulberg,137,1,1,1,1,1,1,1,1,1,1,26236.389872753512,0.5,Under construction
1237,1.3,353.925,,,3.0,4.0,2.0,1.0,1.0,Gulberg,140,1,1,1,1,1,1,1,1,1,1,33622.9427138518,1.19,New Property
1238,1.9,517.275,,,4.0,5.0,2.0,1.0,1.0,Gulberg,123,1,1,1,1,1,1,1,1,1,1,37504.228891788705,1.94,New Property
1239,4.1,1116.225,3.0,5.0,,,,,,Gulberg,121,1,1,1,1,1,1,1,1,1,0,30728.571748527404,3.43,New Property
1240,3.1,843.975,,,,,,,,Gulberg,94,1,1,1,1,1,1,1,1,1,0,23341.923635178766,1.97,New Property
1241,0.7,190.575,,,,,,,,Gulberg,121,1,1,1,1,1,1,1,1,1,0,25711.66207529844,0.49,New Property
1243,2.2,598.95,,,2.0,2.0,1.0,1.0,1.0,Gulberg,133,1,1,1,1,1,1,1,1,1,1,21704.649803823355,1.3,Under construction
1244,1.6,435.6,,,2.0,2.0,1.0,1.0,1.0,Gulberg,121,1,1,1,1,1,1,1,1,1,1,20661.15702479339,0.9,Under construction
1245,0.4,108.9,,,2.0,2.0,1.0,,,Gulberg,127,1,1,1,1,1,1,1,1,1,1,55096.41873278237,0.6,Moderately Old
1246,0.6,163.35,,19.0,5.0,5.0,2.0,1.0,1.0,Gulberg,133,1,1,1,1,1,1,1,1,1,1,52035.506580961126,0.85,New Property
1247,4.6,1252.35,,,2.0,3.0,1.0,1.0,,Gulberg,120,1,1,1,1,1,1,1,1,1,1,27947.458777498305,3.5,New Property
1248,4.4,1197.9,,,5.0,5.0,1.0,1.0,,Gulberg,92,1,1,1,0,0,0,0,1,0,0,35896.15159863093,4.3,Undefined
1249,0.9,245.025,19.0,19.0,6.0,6.0,2.0,1.0,1.0,Gulberg,126,1,1,1,1,1,1,1,1,1,1,40812.162024283236,1.0,Under construction
1250,2.3,626.175,,,2.0,3.0,1.0,,,Gulberg,63,1,1,0,0,0,0,0,0,0,0,28745.957599712543,1.8,Under construction
1251,4.0,1089.0,,,,,,,,Gulberg,54,1,1,0,0,0,0,0,0,0,0,27548.209366391184,3.0,Undefined
1252,3.1,843.975,,,4.0,5.0,1.0,1.0,1.0,Gulberg,118,1,1,1,1,1,1,1,1,1,1,47394.76880239343,4.0,New Property
1253,2.3,626.175,,,4.0,5.0,2.0,1.0,1.0,Gulberg,98,1,1,0,0,0,0,0,0,0,0,28745.957599712543,1.8,Under construction
1254,2.0,544.5,,,5.0,6.0,2.0,2.0,2.0,Gulberg,50,0,0,0,0,0,0,0,0,0,0,50505.0505050505,2.75,Undefined
1255,8.5,2314.125,,7.0,1.0,1.0,1.0,1.0,,Gulberg,134,1,1,1,1,1,1,1,1,1,1,22686.760654675094,5.25,Relatively New
1256,9.8,2668.05,,,5.0,3.0,,,,Gulberg,93,1,1,0,0,0,0,1,1,0,0,29009.951087873163,7.74,Undefined
1257,9.4,2559.15,,4.0,,,,,,Gulberg,133,1,1,1,1,1,1,1,1,1,1,23836.039309927124,6.1,Old Property
1258,8.9,2423.025,1.0,6.0,4.0,4.0,2.0,1.0,1.0,Gulberg,137,1,1,1,1,1,1,1,1,1,1,20635.362821266805,5.0,New Property
1259,8.9,2423.025,,,,,1.0,1.0,1.0,Gulberg,133,1,1,1,1,1,1,1,1,1,1,20635.362821266805,5.0,New Property
1260,9.8,2668.05,,,4.0,4.0,1.0,1.0,1.0,Gulberg,124,1,1,1,1,1,1,1,1,1,1,20614.30632859204,5.5,New Property
1261,1.3,353.925,,,,,,,,Gulberg,84,1,1,1,1,1,0,0,0,1,0,61029.87921169739,2.16,Undefined
1262,1.0,272.25,,,4.0,4.0,1.0,1.0,1.0,Gulberg,126,1,1,1,1,1,1,1,1,1,1,52525.25252525252,1.43,Under construction
1263,5.8,1579.05,,,,,,,,Gulberg,118,1,1,1,1,1,1,1,1,1,1,31664.608467116304,5.0,New Property
1264,2.0,544.5,,32.0,5.0,5.0,2.0,1.0,,Gulberg,113,1,1,1,0,0,0,0,1,0,0,52341.59779614325,2.85,Undefined
1265,1.6,435.6,,8.0,,,,,,Gulberg,129,1,1,1,1,1,1,1,1,1,1,29843.893480257117,1.3,New Property
1266,2.5,680.625,,,,,,,,PAF Falcon Complex,99,1,1,1,1,1,1,1,1,1,0,57006.42791551883,3.88,Undefined
1267,3.1,843.975,,14.0,2.0,2.0,,,1.0,Gulberg,133,1,1,1,1,1,1,1,1,1,1,53319.114902692614,4.5,New Property
1268,2.0,544.5,,,2.0,2.0,,,,Gulberg,117,1,1,1,1,1,1,1,1,1,0,52341.59779614325,2.85,Undefined
1269,2.0,544.5,,,,,,,,Gulberg,50,0,0,0,0,0,0,0,0,0,0,50505.0505050505,2.75,Undefined
1270,2.7,735.075,,,2.0,2.0,1.0,,1.0,Gulberg,69,1,1,1,0,0,0,0,0,0,0,48974.59442913988,3.6,New Property
1271,0.6,163.35,1.0,19.0,5.0,5.0,1.0,1.0,1.0,Gulberg,109,0,1,1,0,0,1,0,1,0,0,52035.506580961126,0.85,Moderately Old
1272,2.0,544.5,,32.0,4.0,4.0,1.0,1.0,1.0,Gulberg,113,1,1,1,0,0,0,0,1,0,0,107621.6712580349,5.86,Undefined
1273,4.6,1252.35,,,2.0,2.0,1.0,1.0,,Gulberg,133,1,1,1,1,1,1,1,1,1,1,36092.146764083525,4.52,New Property
1274,4.0,1089.0,,,6.0,7.0,2.0,1.0,,Gulberg,118,1,1,1,1,1,1,1,1,1,1,27548.209366391184,3.0,New Property
1275,5.8,1579.05,,,3.0,3.0,1.0,1.0,1.0,Gulberg,118,1,1,1,1,1,1,1,1,1,1,31664.608467116304,5.0,New Property
1276,4.4,1197.9,,,7.0,8.0,3.0,1.0,1.0,Gulberg,128,1,1,1,1,1,1,1,1,0,1,35896.15159863093,4.3,New Property
1277,1.1,299.475,10.0,19.0,,,,,,Gulberg,46,1,1,0,0,1,0,0,0,0,0,23374.238250271308,0.7,Under construction
1278,2.0,544.5,4.0,6.0,5.0,6.0,2.0,,,Gulberg,78,1,1,0,1,1,1,0,0,0,0,28833.792470156106,1.57,New Property
1279,4.0,1089.0,,11.0,1.0,2.0,1.0,1.0,1.0,Gulberg,119,1,1,1,1,1,1,1,1,1,1,22497.704315886134,2.45,New Property
1280,2.3,626.175,,,4.0,5.0,2.0,,,Gulberg,94,0,0,0,0,0,0,0,0,0,0,24913.163253084203,1.56,Undefined
1281,0.8,217.8,,19.0,2.0,3.0,1.0,1.0,,Gulberg,125,1,1,1,1,1,1,1,1,1,1,34090.90909090909,0.7425,Relatively New
1282,2.4,653.4,,33.0,,,,,,Gulberg,137,1,1,1,1,1,1,1,1,1,1,28313.437404346496,1.85,Under construction
1283,0.8,217.8,,,,,,1.0,1.0,Gulberg,137,1,1,1,1,1,1,1,1,1,1,35463.72819100092,0.7724,New Property
1284,4.7,1279.575,,11.0,,,,,,Gulberg,126,1,1,1,1,1,1,1,1,1,1,22663.775081570053,2.9,New Property
1285,0.4,108.9,,21.0,3.0,4.0,2.0,1.0,1.0,Gulberg,114,1,1,1,1,1,1,0,1,1,0,36730.94582185491,0.4,Undefined
1286,2.6,707.85,,,5.0,6.0,2.0,2.0,1.0,Gulberg,110,1,1,1,1,1,1,1,1,1,0,19778.201596383413,1.4,New Property
1287,4.9,1334.025,,,1.0,1.0,,,,Gulberg,118,1,1,0,0,1,1,0,0,0,0,21738.723037424334,2.9,Undefined
1288,10.2,2776.95,,,,1.0,1.0,,,Gulberg,121,1,1,1,1,1,1,1,1,1,1,23406.975278633035,6.5,Undefined
1289,4.4,1197.9,10.0,11.0,1.0,1.0,1.0,1.0,1.0,Gulberg,121,1,1,1,1,1,1,1,1,1,1,33391.76892895901,4.0,New Property
1290,0.6,163.35,,,5.0,5.0,,,,Gulberg,110,0,1,1,1,0,1,1,1,1,0,42852.7701254974,0.7,Undefined
1291,2.4,653.4,,10.0,3.0,4.0,1.0,1.0,,Gulberg,137,1,1,1,1,0,1,0,1,0,0,24946.43403734313,1.63,New Property
1292,2.4,653.4,,12.0,,,,,,Gulberg,133,1,1,1,1,1,1,1,1,1,1,24640.342822161005,1.61,New Property
1293,2.0,544.5,,7.0,1.0,1.0,1.0,1.0,1.0,Gulberg,125,1,1,1,1,1,1,1,1,1,1,18181.81818181818,0.99,Undefined
1294,1.6,435.6,,21.0,1.0,1.0,1.0,,1.0,Gulberg,117,1,1,0,0,0,0,0,0,0,0,21808.999081726353,0.95,New Property
1295,6.0,1633.5,,,3.0,4.0,2.0,1.0,1.0,Gulberg,140,1,1,1,1,1,1,1,1,1,1,29996.93908784818,4.9,Undefined
1296,2.0,544.5,33.0,3.0,3.0,4.0,2.0,1.0,1.0,Gulberg,100,1,1,0,0,1,1,1,0,0,1,64279.1551882461,3.5,New Property
1297,1.5,408.375,3.0,6.0,4.0,5.0,2.0,1.0,1.0,Gulberg,139,1,1,1,1,1,1,1,1,1,1,29384.75665748393,1.2,New Property
1298,8.1,2205.225,,,3.0,4.0,21.0,1.0,1.0,Gulberg,0,1,1,1,1,1,1,1,1,1,0,18138.738677459216,4.0,Undefined
1299,7.9,2150.775,,,3.0,4.0,2.0,1.0,1.0,Gulberg,110,1,1,1,1,1,1,1,1,1,1,16738.152526414895,3.6,Relatively New
1300,1.6,435.6,1.0,6.0,3.0,4.0,2.0,1.0,1.0,Gulberg,123,1,1,1,1,1,1,1,1,1,1,413223.14049586776,18.0,New Property
1301,8.2,2232.45,8.0,5.0,5.0,6.0,2.0,,,Gulberg,131,1,1,1,1,1,1,1,1,1,1,16573.719456202827,3.7,New Property
1302,8.1,2205.225,,,3.0,4.0,2.0,1.0,1.0,Gulberg,120,1,1,1,1,1,1,1,1,1,1,17685.270210522736,3.9,New Property
1303,8.2,2232.45,,,5.0,6.0,2.0,1.0,1.0,Gulberg,110,1,1,1,1,1,1,1,1,1,1,17917.5345472463,4.0,New Property
1304,19.6,5336.1,11.0,16.0,3.0,3.0,1.0,1.0,1.0,Gulberg,136,1,1,1,1,1,1,1,1,1,1,30921.45949288806,16.5,New Property
1305,8.1,2205.225,,,,,,,,Gulberg,96,1,1,1,1,1,1,1,1,1,1,17912.004443990976,3.95,New Property
1306,0.9,245.025,,19.0,2.0,2.0,2.0,,,Gulberg,123,1,1,1,1,1,1,1,1,1,1,36730.94582185491,0.9,Under construction
1307,2.8,762.3,,33.0,,,,,,PAF Falcon Complex,123,1,1,1,1,1,1,1,1,1,0,17053.65341728978,1.3,Under construction
1308,2.5,680.625,,,2.0,2.0,1.0,,,Gulberg,76,1,1,1,1,1,1,1,1,1,0,22038.567493112947,1.5,Under construction
1309,4.0,1089.0,2.0,,,,,1.0,1.0,Gulberg,118,1,1,1,1,1,1,1,1,1,1,16988.062442607898,1.85,New Property
1310,0.9,245.025,,,,,,,,Gulberg,136,0,0,1,1,0,0,0,1,1,0,28568.513416998267,0.7,Relatively New
1311,1.4,381.15,5.0,8.0,1.0,1.0,1.0,1.0,1.0,Gulberg,133,1,1,1,1,1,1,1,1,1,1,19414.928505837597,0.74,Undefined
1312,2.8,762.3,,,,,,,,Gulberg,84,1,1,1,1,1,1,1,1,1,0,18103.109012199922,1.38,Undefined
1313,2.0,544.5,21.0,33.0,6.0,6.0,1.0,1.0,1.0,Gulberg,46,0,0,0,0,0,0,0,0,0,0,45913.68227731864,2.5,Under construction
1314,1.8,490.05,,,2.0,3.0,1.0,1.0,1.0,Gulberg,94,0,0,0,0,0,0,0,0,0,0,12243.648607284971,0.6,Undefined
1315,3.1,843.975,,8.0,2.0,3.0,1.0,1.0,1.0,Gulberg,123,0,0,0,0,0,0,0,0,0,0,6516.780710329097,0.55,Relatively New
1316,3.1,843.975,,,2.0,2.0,1.0,,,Gulberg,131,1,1,1,1,1,1,1,1,1,1,22038.567493112947,1.86,New Property
1317,9.3,2531.925,2.0,6.0,1.0,1.0,1.0,1.0,1.0,Gulberg,111,1,1,1,1,0,0,1,1,0,0,22315.036977793574,5.65,Relatively New
1318,9.2,2504.7,4.0,6.0,,,,,,Gulberg,127,1,1,1,1,1,1,1,1,1,1,26390.386074180544,6.61,New Property
1319,3.4,925.65,19.0,33.0,3.0,4.0,2.0,1.0,,Gulberg,126,0,0,0,0,0,0,0,1,0,0,37811.26775779182,3.5,Under construction
1320,2.4,653.4,15.0,33.0,1.0,1.0,1.0,,,Gulberg,133,1,1,1,1,1,1,1,0,1,1,18365.472910927456,1.2,New Property
1321,4.9,1334.025,8.0,11.0,3.0,3.0,1.0,,1.0,Gulberg,51,0,0,0,0,0,0,0,0,0,0,26236.38987275351,3.5,New Property
1322,8.1,2205.225,,5.0,,,,,,Gulberg,126,1,1,1,1,1,1,1,1,1,1,15871.396342776814,3.5,New Property
1323,1.8,490.05,7.0,8.0,2.0,2.0,1.0,1.0,1.0,Gulberg,136,1,1,1,1,1,1,1,1,1,1,25507.60126517702,1.25,New Property
1324,4.6,1252.35,6.0,8.0,,,,,,Gulberg,136,1,1,1,1,1,1,1,1,1,1,19962.470555355932,2.5,Relatively New
1325,3.6,980.1,,,1.0,1.0,1.0,,,Gulberg,100,0,0,0,0,0,0,0,0,0,0,20406.081012141618,2.0,Undefined
1326,4.6,1252.35,5.0,12.0,1.0,1.0,1.0,,1.0,Gulberg,133,1,1,1,1,1,1,0,1,0,0,22118.41737533437,2.77,New Property
1327,1.2,326.7,,,2.0,2.0,1.0,1.0,1.0,Gulberg,84,1,1,0,0,1,1,0,0,0,0,22956.84113865932,0.75,Undefined
1328,2.5,680.625,,11.0,1.0,1.0,1.0,1.0,,Gulberg,50,0,0,1,1,0,1,0,1,0,0,35555.555555555555,2.42,Under construction
1329,3.1,843.975,,6.0,3.0,3.0,1.0,,,Gulberg,56,0,0,1,1,0,0,0,0,0,0,23578.897479190735,1.99,Under construction
1330,6.5,1769.625,3.0,6.0,5.0,7.0,3.0,3.0,3.0,Gulberg,123,1,1,1,1,1,1,1,1,1,1,21473.476018930563,3.8,Under construction
1331,1.8,490.05,,11.0,,,,1.0,,Gulberg,87,0,0,0,0,0,0,0,0,0,0,41424.344454647486,2.03,New Property
1332,8.4,2286.9,,6.0,3.0,3.0,,1.0,1.0,Gulberg,86,0,1,1,0,0,0,1,0,0,1,23569.023569023568,5.39,Under construction
1333,2.1,571.725,,33.0,5.0,7.0,1.0,1.0,1.0,Gulberg,133,1,1,1,1,1,1,1,1,1,1,52122.9612138703,2.98,Under construction
1334,0.9,245.025,2.0,5.0,,,,,,Gulberg,133,0,0,0,0,0,0,0,0,0,1,17957.351290684623,0.44,Old Property
1335,2.4,653.4,,,2.0,2.0,1.0,2.0,2.0,Gulberg,125,1,1,1,1,1,1,1,1,1,1,26629.935720844813,1.74,Undefined
1336,3.3,898.425,,9.0,2.0,2.0,1.0,1.0,1.0,Gulberg,136,1,1,1,1,1,1,1,1,1,1,22372.48518240254,2.01,Relatively New
1337,3.8,1034.55,,,1.0,1.0,1.0,,,Gulberg,84,0,0,0,0,0,0,0,0,0,0,25131.6997728481,2.6,Undefined
1338,4.7,1279.575,,6.0,1.0,1.0,1.0,1.0,3.0,Gulberg,48,1,1,1,0,1,1,1,0,1,0,29072.152863255378,3.72,Under construction
1339,2.8,762.3,,,1.0,1.0,1.0,,,Gulberg,133,1,1,1,1,1,1,1,1,1,1,39748.13065722157,3.03,New Property
1340,2.1,571.725,5.0,,2.0,2.0,1.0,,,Gulberg,40,1,1,1,1,1,1,1,1,1,0,21863.65822729459,1.25,New Property
1341,3.1,843.975,,6.0,1.0,1.0,1.0,1.0,1.0,Gulberg,129,1,1,1,1,1,1,1,1,1,1,21327.645961077047,1.8,New Property
1342,5.0,1361.25,4.0,11.0,1.0,1.0,2.0,1.0,1.0,Gulberg,126,1,1,1,1,1,1,1,1,1,1,28650.13774104683,3.9,New Property
1343,5.1,1388.475,,6.0,1.0,1.0,1.0,1.0,,Gulberg,136,1,1,1,1,0,0,0,1,1,1,29672.842507067107,4.12,New Property
1344,0.5,136.125,2.0,7.0,,,,,,Gulberg,133,1,1,1,1,1,1,1,1,1,1,44077.134986225894,0.6,Under construction
1345,2.0,544.5,23.0,33.0,6.0,6.0,2.0,,2.0,PAF Falcon Complex,133,1,1,1,1,1,1,1,1,1,0,53259.871441689625,2.9,Under construction
1346,2.0,544.5,12.0,33.0,2.0,2.0,1.0,,1.0,Gulberg,139,1,1,1,1,1,1,1,1,1,1,53076.216712580346,2.89,New Property
1347,5.3,1442.925,,10.0,3.0,3.0,2.0,1.0,,Gulberg,67,0,0,0,0,0,0,0,0,0,0,24256.284976696643,3.5,Undefined
1348,3.5,952.875,,,5.0,5.0,2.0,1.0,1.0,Gulberg,110,1,1,1,1,1,1,1,1,1,0,18890.200708382526,1.8,Undefined
1349,3.3,898.425,6.0,,2.0,2.0,1.0,1.0,1.0,Gulberg,117,1,1,1,1,1,1,1,1,1,1,20035.06135737541,1.8,New Property
1350,2.8,762.3,,,3.0,3.0,1.0,,,Gulberg,98,1,1,1,1,1,1,1,1,1,0,17316.017316017318,1.32,New Property
1351,0.8,217.8,,19.0,2.0,2.0,1.0,1.0,1.0,Gulberg,122,1,1,1,1,1,1,1,0,1,1,43617.99816345271,0.95,Under construction
1352,5.1,1388.475,,11.0,3.0,3.0,1.0,,,Gulberg,86,0,0,0,0,1,0,0,0,0,1,32553.701002898866,4.52,Under construction
1353,5.1,1388.475,18.0,33.0,3.0,4.0,1.0,,,Gulberg,130,0,0,0,0,0,0,0,0,0,1,39611.80431768667,5.5,Under construction
1354,3.4,925.65,23.0,33.0,1.0,1.0,1.0,,1.0,PAF Falcon Complex,133,1,1,1,1,1,1,1,1,1,1,43212.87743747637,4.0,Under construction
1355,2.1,571.725,8.0,6.0,1.0,1.0,1.0,1.0,1.0,Gulberg,123,1,1,0,1,0,1,1,1,0,0,50898.59635314181,2.91,Under construction
1356,3.1,843.975,18.0,6.0,1.0,1.0,1.0,1.0,,Gulberg,130,1,0,0,0,0,0,0,0,0,1,21327.645961077047,1.8,Under construction
1357,1.7,462.825,18.0,30.0,1.0,1.0,1.0,2.0,2.0,Gulberg,133,1,1,1,1,1,1,1,1,1,1,33489.98001404419,1.55,Under construction
1358,2.1,571.725,13.0,33.0,1.0,1.0,1.0,2.0,,Gulberg,133,1,1,1,1,1,1,1,1,1,1,42502.951593860686,2.43,Under construction
1359,3.1,843.975,4.0,6.0,2.0,2.0,1.0,1.0,1.0,Gulberg,129,1,1,1,1,1,1,1,1,1,1,21446.132883083028,1.81,Under construction
1360,1.8,490.05,17.0,30.0,3.0,3.0,1.0,1.0,1.0,Gulberg,140,1,1,1,1,1,1,1,1,1,1,31629.425568819508,1.55,Under construction
1361,0.7,190.575,9.0,33.0,1.0,1.0,,,,Gulberg,133,0,0,0,0,0,0,0,0,0,1,38829.857011675194,0.74,Under construction
1362,3.4,925.65,23.0,33.0,1.0,1.0,1.0,1.0,,Gulberg,130,0,0,0,0,0,0,0,0,0,1,43212.87743747637,4.0,Under construction
1363,5.1,1388.475,23.0,33.0,3.0,4.0,2.0,1.0,1.0,Gulberg,133,1,1,1,1,1,1,1,1,1,1,36010.731197896974,5.0,Under construction
1364,0.7,190.575,19.0,30.0,,,,,,Gulberg,118,0,0,0,0,0,1,0,0,0,0,39354.58480913027,0.75,Under construction
1365,2.0,544.5,23.0,33.0,1.0,1.0,,,1.0,PAF Falcon Complex,133,1,1,1,1,1,1,1,1,1,1,49586.776859504134,2.7,Under construction
1366,8.2,2232.45,3.0,4.0,2.0,2.0,1.0,,1.0,Gulberg,133,1,1,1,1,1,1,1,1,1,1,16797.688638043408,3.75,New Property
1367,2.0,544.5,5.0,22.0,2.0,3.0,1.0,1.0,1.0,Gulberg,113,1,1,1,1,1,1,1,1,1,0,12488.52157943067,0.68,New Property
1368,3.8,1034.55,8.0,,,,1.0,,,Gulberg,121,0,0,1,0,0,0,0,0,0,0,27548.209366391187,2.85,New Property
1369,3.1,843.975,4.0,4.0,4.0,4.0,1.0,1.0,1.0,Gulberg,137,1,1,0,0,0,0,0,0,0,0,18365.472910927456,1.55,New Property
1370,4.0,1089.0,2.0,12.0,5.0,6.0,2.0,1.0,1.0,Gulberg,125,1,1,1,1,1,1,1,1,1,1,24334.25160697888,2.65,New Property
1371,2.2,598.95,,,2.0,4.0,1.0,1.0,,Gulberg,75,0,0,0,0,0,0,0,0,0,0,18365.472910927456,1.1,Undefined
1372,4.6,1252.35,,,3.0,4.0,2.0,1.0,1.0,Gulberg,75,1,1,1,1,1,0,0,0,0,0,27947.458777498305,3.5,New Property
1373,4.1,1116.225,,21.0,,,,,,Gulberg,133,1,1,1,1,1,1,1,1,1,1,35835.0690944926,4.0,Under construction
1374,7.9,2150.775,,6.0,1.0,2.0,,,,Gulberg,44,0,0,0,0,0,0,0,0,0,0,25107.228789622346,5.4,Undefined
1375,8.4,2286.9,4.0,6.0,1.0,1.0,1.0,,,Gulberg,124,0,1,1,1,0,0,1,1,0,0,16616.38025274389,3.8,Relatively New
1376,5.1,1388.475,,,1.0,1.0,1.0,1.0,1.0,Gulberg,111,1,1,1,1,1,1,1,0,1,1,21246.331406759215,2.95,New Property
1377,0.6,163.35,,,1.0,1.0,1.0,1.0,1.0,Gulberg,138,1,1,1,1,1,1,1,1,1,1,45913.68227731864,0.75,New Property
1378,2.3,626.175,8.0,11.0,1.0,1.0,1.0,2.0,2.0,Gulberg,137,0,0,1,1,1,1,1,1,1,1,28266.858306384,1.77,Under construction
1379,0.6,163.35,9.0,30.0,4.0,4.0,1.0,,1.0,Gulberg,140,1,1,1,1,1,1,1,1,1,1,36730.94582185491,0.6,Under construction
1380,4.1,1116.225,,7.0,3.0,3.0,1.0,1.0,1.0,Gulberg,54,1,1,0,0,0,0,0,0,0,0,29115.99363927524,3.25,Undefined
1381,0.9,245.025,,19.0,6.0,5.0,2.0,,,Gulberg,137,1,1,1,1,1,1,1,1,1,1,30200.999897969596,0.74,New Property
1382,2.7,735.075,12.0,33.0,2.0,2.0,1.0,,,Gulberg,67,1,1,1,0,0,0,0,0,0,0,13604.054008094412,1.0,New Property
1383,2.5,680.625,12.0,33.0,4.0,5.0,1.0,1.0,2.0,Gulberg,126,1,1,1,1,1,1,1,1,1,1,31294.765840220385,2.13,New Property
1384,5.0,1361.25,,11.0,2.0,2.0,1.0,1.0,,Gulberg,113,1,0,0,0,0,0,0,0,0,0,19100.091827364555,2.6,New Property
1385,5.0,1361.25,,6.0,5.0,2.0,,1.0,1.0,Gulberg,93,1,1,1,0,0,0,0,0,0,0,11753.902662993572,1.6,New Property
1386,1.8,490.05,,13.0,1.0,1.0,,1.0,1.0,Gulberg,123,1,1,1,1,1,1,1,1,1,1,15304.560759106213,0.75,New Property
1387,3.4,925.65,12.0,,5.0,6.0,1.0,1.0,1.0,Gulberg,121,1,1,1,1,1,1,1,1,1,1,8642.575487495275,0.8,New Property
1388,4.1,1116.225,6.0,6.0,2.0,2.0,1.0,1.0,1.0,Gulberg,136,1,1,1,1,1,1,1,1,1,0,26876.301820869452,3.0,New Property
1389,2.8,762.3,11.0,11.0,5.0,6.0,2.0,,,Gulberg,127,1,1,1,1,1,1,1,1,1,1,19677.292404565134,1.5,Under construction
1390,2.0,544.5,,,2.0,2.0,1.0,,1.0,Gulberg,117,1,1,1,1,1,1,1,1,1,1,53076.216712580346,2.89,Under construction
1391,4.5,1225.125,4.0,9.0,,,,,,Gulberg,137,1,1,1,1,1,1,1,1,1,1,22446.68911335578,2.75,Relatively New
1392,0.8,217.8,,,,,,1.0,1.0,Gulberg,100,1,1,1,1,1,1,1,1,1,1,40404.0404040404,0.88,New Property
1393,1.2,326.7,2.0,5.0,,,,,,Gulberg,133,1,1,1,1,1,1,1,0,0,0,14998.46954392409,0.49,New Property
1394,7.0,1905.75,,,10.0,10.0,2.0,2.0,1.0,Gulberg,5,0,0,0,0,0,0,0,0,0,0,17840.745113472385,3.4,Undefined
1395,8.1,2205.225,,,1.0,2.0,1.0,1.0,3.0,Gulberg,41,0,0,0,0,0,0,0,0,0,0,17458.535977054496,3.85,Undefined
1396,2.2,598.95,,,5.0,6.0,2.0,1.0,1.0,Gulberg,115,1,1,1,1,1,1,1,1,1,1,41739.711161198764,2.5,Undefined
1397,8.2,2232.45,,,7.0,6.0,2.0,,,Gulberg,110,1,1,1,1,1,1,1,1,1,1,19261.349638289772,4.3,Relatively New
1398,2.8,762.3,5.0,8.0,4.0,5.0,2.0,1.0,2.0,Gulberg,133,1,1,1,1,1,1,1,1,1,1,30171.848353666537,2.3,Undefined
1399,1.1,299.475,,19.0,,,,1.0,,Gulberg,115,1,1,1,1,1,1,1,1,1,1,26713.415143167207,0.8,Under construction
1400,2.7,735.075,,,1.0,1.0,1.0,1.0,1.0,Gulberg,88,1,1,0,0,0,1,0,0,0,0,50471.04037003026,3.71,Undefined
1401,8.2,2232.45,,,20.0,20.0,2.0,2.0,2.0,Gulberg,110,1,1,1,1,1,1,1,1,1,1,18813.411274608614,4.2,New Property
1402,2.0,544.5,21.0,21.0,3.0,4.0,2.0,1.0,1.0,Gulberg,41,0,0,0,0,0,0,0,0,0,0,27548.209366391184,1.5,Under construction
1403,1.8,490.05,,,,,,,,Gulberg,137,1,1,1,1,1,1,1,1,1,1,25507.60126517702,1.25,New Property
1404,8.0,2178.0,,,4.0,4.0,1.0,,1.0,Gulberg,110,1,1,1,1,1,1,1,1,1,1,17906.33608815427,3.9,New Property
1405,2.0,544.5,22.0,22.0,1.0,1.0,1.0,1.0,1.0,Gulberg,114,1,1,1,1,1,1,1,1,1,1,29384.75665748393,1.6,Under construction
1406,0.6,163.35,,,3.0,3.0,1.0,1.0,1.0,Gulberg,41,0,0,0,0,0,0,0,0,0,0,55096.41873278237,0.9,Undefined
1407,4.2,1143.45,,,4.0,5.0,2.0,,,Gulberg,88,1,1,1,0,1,0,0,0,0,0,36293.67265730902,4.15,New Property
1408,1.8,490.05,,,,,,,,Gulberg,124,1,1,1,1,1,1,1,1,1,1,12651.770227527802,0.62,Undefined
1409,8.5,2314.125,13.0,15.0,3.0,3.0,,,,Gulberg,128,1,1,1,1,1,1,1,1,1,0,9074.704261870038,2.1,Undefined
1410,8.1,2205.225,,,1.0,1.0,1.0,1.0,1.0,Gulberg,19,1,1,1,1,1,1,1,1,1,1,19499.14407826866,4.3,Old Property
1411,8.2,2232.45,1.0,1.0,2.0,2.0,1.0,1.0,1.0,Gulberg,81,0,0,0,0,0,0,0,0,0,0,18813.411274608614,4.2,Undefined
1412,1.8,490.05,,13.0,3.0,4.0,1.0,1.0,1.0,Gulberg,120,1,1,1,1,1,1,1,1,1,1,15100.499948984798,0.74,New Property
1413,1.9,517.275,,,,,,,,Raiwind Road,32,0,0,0,0,0,0,0,0,0,0,12208.206466579673,0.6315,Undefined
1414,4.0,1089.0,2.0,2.0,4.0,5.0,,,,Raiwind Road,139,1,1,1,1,1,1,1,1,1,1,8272.727272727272,0.9009,Under construction
1415,2.3,626.175,,,2.0,2.0,1.0,1.0,1.0,Raiwind Road,110,1,1,1,1,1,1,1,1,1,1,11338.68327544217,0.71,New Property
