bedrooms,baths,area_sqft,kitchens,store_rooms,gym,furnishing_score,agePossession,has_servant_room,floor_category,price
5.0,6.0,2722.51,2.0,1.0,1,25,1.0,0,1.0,2.85
5.0,7.0,2722.51,2.0,1.0,0,15,2.0,1,2.0,2.9
5.0,6.0,2722.51,2.0,1.0,1,15,1.0,1,1.0,3.1
5.0,6.0,2722.51,2.0,1.0,0,25,4.0,1,1.0,3.8
5.0,5.0,2722.51,2.0,1.0,0,11,4.0,0,1.0,4.7
5.0,5.0,2722.51,2.0,1.0,0,11,4.0,0,1.0,4.5
5.0,5.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,4.0
5.0,5.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,4.2
5.0,5.0,2722.51,2.0,1.0,0,11,4.0,0,1.0,4.3
5.0,5.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,3.7
5.0,5.0,2722.51,2.0,1.0,0,11,4.0,0,1.0,3.5
5.0,5.0,2722.51,2.0,1.0,0,11,4.0,0,1.0,3.3
3.0,4.0,1361.255,2.0,2.0,0,25,1.0,1,1.0,2.2
3.0,4.0,1361.255,2.0,1.0,1,25,1.0,1,1.0,2.0
3.0,4.0,1361.255,2.0,1.0,1,25,1.0,1,1.0,1.9
3.0,4.0,1361.255,2.0,1.0,0,22,1.0,1,1.0,1.85
3.0,4.0,1361.255,2.0,1.0,1,25,0.0,1,1.0,1.8
5.0,6.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,3.2
5.0,6.0,2722.51,2.0,1.0,0,15,1.0,1,1.0,3.5
5.0,6.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,4.1
5.0,5.0,2722.51,2.0,1.0,0,11,4.0,0,1.0,5.0
5.0,5.0,2722.51,2.0,2.0,1,25,5.0,1,1.0,4.5
5.0,5.0,2722.51,2.0,1.0,0,11,4.0,0,1.0,4.0
5.0,5.0,2722.51,2.0,1.0,1,25,3.0,1,2.0,3.7
5.0,5.0,2722.51,2.0,1.0,0,11,4.0,0,1.0,3.5
5.0,6.0,2722.51,2.0,1.0,1,15,1.0,1,1.0,4.2
5.0,6.0,2722.51,2.0,1.0,0,15,1.0,1,1.0,3.8
5.0,6.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,3.4
5.0,6.0,2722.51,2.0,1.0,0,15,1.0,1,1.0,3.6
5.0,6.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,3.2
4.0,5.0,1905.757,2.0,1.0,0,15,1.0,1,1.0,2.75
5.0,6.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,5.5
5.0,6.0,2722.51,2.0,1.0,0,15,1.0,1,1.0,2.95
5.0,6.0,2722.51,2.0,1.0,0,0,4.0,0,1.0,4.0
5.0,6.0,2722.51,2.0,1.0,0,15,1.0,1,1.0,3.6
5.0,6.0,2722.51,2.0,1.0,0,15,1.0,1,1.0,3.5
5.0,6.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,3.6
5.0,6.0,2722.51,2.0,1.0,0,15,1.0,1,1.0,6.0
5.0,6.0,2722.51,2.0,1.0,0,15,1.0,1,1.0,3.5
5.0,6.0,2722.51,2.0,1.0,0,15,1.0,1,1.0,3.6
5.0,6.0,2722.51,2.0,1.0,0,15,1.0,1,1.0,3.75
5.0,6.0,2722.51,2.0,1.0,0,15,1.0,1,1.0,3.8
3.0,4.0,1361.255,2.0,1.0,0,8,3.0,0,1.0,2.25
3.0,3.0,2178.008,1.0,1.0,0,3,4.0,0,1.0,2.2
5.0,7.0,2722.51,2.0,1.0,1,15,1.0,1,2.0,3.25
5.0,7.0,2722.51,2.0,1.0,1,15,1.0,1,2.0,3.1
5.0,6.0,2722.51,2.0,1.0,0,11,4.0,0,1.0,2.99
3.0,5.0,1361.255,2.0,1.0,1,25,1.0,1,1.0,1.75
5.0,6.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,3.35
5.0,6.0,2722.51,2.0,1.0,0,15,1.0,0,1.0,2.9
3.0,3.0,1361.255,2.0,1.0,0,14,1.0,1,1.0,2.3
3.0,5.0,1361.255,2.0,1.0,1,25,1.0,0,1.0,1.65
4.0,5.0,2178.008,2.0,1.0,0,15,1.0,1,1.0,2.15
3.0,4.0,1361.255,2.0,1.0,1,25,1.0,1,1.0,1.9
5.0,6.0,2178.008,2.0,1.0,0,15,1.0,1,1.0,2.8
5.0,6.0,2722.51,2.0,1.0,0,25,1.0,1,1.0,3.4
5.0,6.0,5445.02,2.0,1.0,0,15,1.0,1,1.0,6.5
3.0,4.0,1633.506,1.0,2.0,1,25,1.0,1,1.0,1.8
3.0,5.0,1361.255,2.0,1.0,1,25,1.0,0,1.0,2.0
5.0,6.0,2722.51,2.0,1.0,0,15,1.0,0,1.0,4.0
5.0,7.0,2722.51,2.0,1.0,1,25,1.0,1,2.0,4.4
3.0,5.0,1361.255,2.0,1.0,0,15,1.0,0,1.0,2.0
3.0,5.0,1361.255,2.0,1.0,1,25,1.0,0,1.0,1.85
3.0,5.0,1361.255,2.0,1.0,0,15,1.0,0,1.0,2.0
3.0,5.0,1361.255,2.0,1.0,0,15,1.0,0,1.0,1.85
3.0,5.0,1361.255,2.0,1.0,0,15,1.0,0,1.0,1.9
3.0,3.0,2722.51,2.0,1.0,0,25,1.0,0,1.0,3.1
3.0,5.0,1361.255,2.0,1.0,0,15,1.0,0,1.0,2.3
3.0,5.0,1361.255,2.0,1.0,1,15,1.0,0,1.0,2.1
3.0,5.0,1361.255,2.0,1.0,1,25,1.0,0,1.0,2.0
3.0,5.0,1361.255,2.0,1.0,0,25,1.0,0,1.0,1.65
4.0,5.0,1442.9302999999998,2.0,1.0,1,15,1.0,1,2.0,2.5
3.0,4.0,1361.255,2.0,1.0,1,25,1.0,1,1.0,1.85
5.0,6.0,5445.02,2.0,1.0,0,15,1.0,0,1.0,6.0
5.0,6.0,2722.51,2.0,1.0,0,12,1.0,1,1.0,3.4
5.0,7.0,2722.51,2.0,1.0,1,15,1.0,1,2.0,5.5
5.0,7.0,2722.51,2.0,1.0,1,15,1.0,1,1.0,4.9
3.0,4.0,1361.255,2.0,1.0,1,25,0.0,1,1.0,2.1
5.0,6.0,5445.02,2.0,1.0,1,25,1.0,1,1.0,8.0
3.0,4.0,1633.506,1.0,1.0,1,0,4.0,1,1.0,1.75
5.0,6.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,2.9
5.0,6.0,5445.02,2.0,1.0,1,25,1.0,1,1.0,9.5
3.0,4.0,1361.255,2.0,1.0,0,0,4.0,0,1.0,2.6
3.0,4.0,1361.255,2.0,1.0,0,0,4.0,0,1.0,2.65
5.0,6.0,5445.02,2.0,1.0,0,0,4.0,0,1.0,6.3
4.0,5.0,1905.757,2.0,1.0,0,0,4.0,0,1.0,2.95
4.0,6.0,2722.51,2.0,1.0,0,0,4.0,0,1.0,4.1
5.0,6.0,2722.51,2.0,1.0,1,15,3.0,1,2.0,2.9
5.0,6.0,10890.04,2.0,1.0,0,25,4.0,1,1.0,15.0
3.0,6.0,1361.255,2.0,1.0,1,6,4.0,1,1.0,2.4
5.0,6.0,5445.02,2.0,1.0,0,6,4.0,0,1.0,7.5
3.0,4.0,1361.255,2.0,1.0,0,11,4.0,0,1.0,2.2
5.0,6.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,4.5
3.0,5.0,1361.255,2.0,1.0,0,15,1.0,0,1.0,2.05
5.0,6.0,2722.51,2.0,1.0,0,8,1.0,1,1.0,4.5
3.0,4.0,1361.255,2.0,1.0,1,15,1.0,1,1.0,1.9
4.0,4.0,2178.008,2.0,1.0,1,25,1.0,1,1.0,2.8
5.0,6.0,2722.51,2.0,1.0,1,13,1.0,1,2.0,4.45
3.0,4.0,1361.255,2.0,1.0,0,6,3.0,1,1.0,1.55
3.0,4.0,1361.255,2.0,1.0,0,0,4.0,1,1.0,2.6
5.0,7.0,5445.02,2.0,2.0,0,8,1.0,1,1.0,13.75
4.0,4.0,2994.7609999999995,1.0,1.0,1,25,1.0,1,1.0,2.7
3.0,4.0,1361.255,2.0,1.0,1,25,3.0,1,1.0,2.0
5.0,5.0,2722.51,2.0,1.0,1,25,4.0,0,1.0,4.5
4.0,4.0,2722.51,2.0,1.0,0,7,4.0,1,1.0,2.9
1.0,1.0,435.6016,1.0,1.0,1,25,1.0,1,2.0,0.6
3.0,4.0,1361.255,2.0,1.0,0,6,4.0,0,1.0,2.55
3.0,5.0,1361.255,2.0,1.0,0,25,1.0,1,1.0,2.15
5.0,6.0,2722.51,2.0,1.0,1,25,3.0,0,1.0,3.25
3.0,4.0,1361.255,2.0,1.0,1,25,3.0,1,1.0,1.99
3.0,4.0,1361.255,2.0,1.0,0,8,1.0,1,1.0,2.85
5.0,6.0,6534.023999999999,2.0,1.0,1,25,1.0,1,1.0,9.0
5.0,6.0,5989.521999999999,3.0,1.0,1,25,1.0,1,1.0,15.0
5.0,6.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,3.5
5.0,6.0,2913.0857,2.0,1.0,1,25,3.0,1,1.0,3.3
5.0,6.0,5445.02,2.0,1.0,1,25,1.0,1,1.0,6.5
5.0,6.0,5445.02,3.0,1.0,1,25,1.0,1,1.0,8.7
5.0,6.0,2722.51,2.0,1.0,1,25,4.0,1,1.0,4.0
3.0,4.0,1361.255,2.0,1.0,1,25,1.0,1,1.0,1.85
5.0,6.0,2913.0857,2.0,1.0,1,25,1.0,1,1.0,4.0
5.0,6.0,2722.51,2.0,1.0,1,15,1.0,1,1.0,4.5
5.0,6.0,2913.0857,2.0,1.0,1,25,1.0,1,1.0,3.25
5.0,6.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,3.0
5.0,6.0,2994.7609999999995,2.0,1.0,1,25,1.0,1,1.0,4.5
4.0,5.0,9801.036,2.0,1.0,1,25,3.0,1,1.0,12.5
5.0,6.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,3.0
3.0,4.0,1361.255,2.0,1.0,1,6,4.0,1,1.0,1.8
5.0,6.0,2722.51,2.0,1.0,1,13,4.0,1,1.0,3.25
5.0,6.0,2722.51,2.0,1.0,0,6,4.0,0,1.0,3.5
3.0,4.0,1361.255,2.0,1.0,1,4,4.0,1,1.0,1.9
6.0,6.0,5445.02,2.0,1.0,1,15,0.0,1,1.0,7.0
5.0,6.0,2722.51,2.0,1.0,1,4,1.0,1,1.0,3.6
5.0,6.0,2722.51,2.0,1.0,0,10,1.0,1,1.0,4.95
3.0,4.0,1361.255,1.0,1.0,1,15,1.0,0,1.0,1.85
6.0,6.0,5445.02,2.0,1.0,0,15,3.0,1,1.0,5.5
5.0,6.0,2722.51,2.0,1.0,1,15,4.0,1,1.0,3.9
5.0,6.0,2722.51,2.0,1.0,1,11,4.0,1,1.0,4.0
3.0,4.0,1361.255,2.0,1.0,1,4,4.0,1,1.0,2.35
5.0,6.0,5445.02,2.0,1.0,1,13,4.0,1,1.0,6.8
3.0,4.0,1361.255,2.0,1.0,1,4,4.0,1,1.0,2.0
5.0,6.0,5445.02,2.0,4.0,1,25,1.0,1,1.0,7.0
5.0,6.0,5445.02,2.0,1.0,1,4,4.0,1,1.0,6.0
5.0,6.0,2722.51,2.0,1.0,1,4,4.0,1,1.0,3.8
5.0,6.0,2722.51,2.0,1.0,1,4,4.0,1,1.0,4.0
5.0,6.0,5445.02,2.0,1.0,1,4,4.0,1,1.0,7.5
5.0,6.0,5445.02,2.0,1.0,1,15,4.0,1,1.0,6.5
3.0,4.0,1361.255,2.0,1.0,0,11,4.0,0,1.0,1.75
5.0,7.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,2.85
5.0,5.0,2722.51,2.0,1.0,0,25,3.0,1,1.0,2.85
5.0,7.0,2722.51,2.0,1.0,1,25,1.0,0,1.0,2.9
5.0,5.0,2722.51,2.0,1.0,0,11,4.0,0,1.0,2.8
5.0,5.0,2722.51,2.0,1.0,0,11,4.0,0,1.0,2.9
3.0,4.0,1361.255,2.0,1.0,0,11,4.0,0,1.0,1.95
3.0,4.0,1361.255,2.0,1.0,0,11,4.0,0,1.0,1.9
3.0,4.0,1361.255,2.0,1.0,0,11,4.0,0,1.0,1.85
3.0,4.0,1361.255,2.0,2.0,1,25,1.0,1,2.0,1.8
3.0,4.0,1361.255,2.0,1.0,0,11,4.0,0,1.0,1.75
5.0,5.0,2722.51,2.0,1.0,1,25,1.0,0,1.0,2.85
5.0,5.0,2722.51,2.0,1.0,1,20,4.0,0,1.0,2.85
5.0,5.0,2722.51,2.0,1.0,1,25,0.0,0,1.0,2.9
5.0,5.0,2722.51,2.0,1.0,0,25,1.0,1,1.0,2.9
3.0,4.0,1361.255,2.0,1.0,0,22,4.0,0,1.0,1.99
3.0,4.0,1361.255,2.0,1.0,0,10,4.0,0,1.0,2.7
3.0,4.0,1361.255,2.0,1.0,1,15,3.0,1,1.0,2.2
3.0,3.0,1361.255,2.0,1.0,0,9,4.0,0,1.0,2.6
3.0,3.0,1361.255,1.0,1.0,1,25,3.0,0,1.0,2.4
5.0,5.0,2722.51,2.0,1.0,1,15,4.0,0,1.0,4.45
5.0,5.0,2722.51,2.0,1.0,1,15,4.0,0,1.0,4.3
4.0,4.0,2722.51,2.0,1.0,1,25,4.0,0,1.0,3.8
4.0,4.0,2722.51,2.0,1.0,1,25,4.0,0,1.0,4.7
3.0,3.0,1361.255,2.0,1.0,0,3,4.0,0,1.0,2.1
3.0,4.0,1361.255,2.0,2.0,1,25,3.0,1,1.0,2.6
5.0,5.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,3.5
3.0,4.0,1361.255,2.0,1.0,1,25,3.0,1,1.0,2.0
3.0,4.0,1361.255,2.0,1.0,1,25,3.0,0,1.0,2.05
3.0,4.0,1660.7310999999995,1.0,1.0,1,25,3.0,1,1.0,1.8
3.0,5.0,1361.255,1.0,1.0,0,16,3.0,0,1.0,2.1
3.0,4.0,1361.255,2.0,1.0,1,15,1.0,1,1.0,1.95
5.0,6.0,5445.02,2.0,1.0,1,25,1.0,1,1.0,6.5
5.0,6.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,3.6
5.0,6.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,3.5
5.0,6.0,5445.02,2.0,1.0,1,15,1.0,1,1.0,8.5
5.0,6.0,2722.51,2.0,1.0,1,15,1.0,1,2.0,4.5
3.0,3.0,1361.255,2.0,1.0,1,25,1.0,1,2.0,2.35
3.0,4.0,1361.255,2.0,1.0,1,25,3.0,1,1.0,1.8
5.0,6.0,2722.51,2.0,1.0,1,25,0.0,1,1.0,3.5
3.0,4.0,1361.255,2.0,1.0,0,11,4.0,0,1.0,2.1
3.0,4.0,1361.255,2.0,1.0,0,11,4.0,0,1.0,1.8
3.0,4.0,1361.255,2.0,1.0,0,11,4.0,0,1.0,2.2
3.0,4.0,1361.255,2.0,2.0,1,25,1.0,1,1.0,2.0
3.0,5.0,1361.255,2.0,1.0,0,5,1.0,0,1.0,2.85
3.0,4.0,1361.255,2.0,1.0,0,11,4.0,0,1.0,2.2
3.0,4.0,1361.255,2.0,1.0,1,25,3.0,0,1.0,1.9
3.0,4.0,1361.255,2.0,1.0,0,11,4.0,0,1.0,2.1
5.0,5.0,2722.51,2.0,1.0,0,11,4.0,0,1.0,4.2
3.0,4.0,1361.255,2.0,1.0,0,11,4.0,0,1.0,1.8
5.0,5.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,4.0
5.0,5.0,2722.51,2.0,1.0,0,11,4.0,0,1.0,3.3
5.0,5.0,2722.51,2.0,1.0,0,11,4.0,0,1.0,3.4
5.0,5.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,3.7
5.0,5.0,2722.51,2.0,1.0,0,23,2.0,0,1.0,3.5
3.0,4.0,1361.255,2.0,1.0,0,11,4.0,0,1.0,2.2
3.0,4.0,1361.255,2.0,1.0,0,11,4.0,0,1.0,2.1
3.0,4.0,1361.255,2.0,1.0,0,11,4.0,0,1.0,1.9
3.0,4.0,1361.255,2.0,1.0,0,16,0.0,1,1.0,1.8
3.0,4.0,1361.255,2.0,1.0,0,0,4.0,0,1.0,2.0
3.0,3.0,5445.02,1.0,1.0,0,0,4.0,1,1.0,3.2
5.0,5.0,5445.02,2.0,1.0,0,0,4.0,0,1.0,8.25
3.0,5.0,1361.255,2.0,1.0,0,9,1.0,1,1.0,2.8
5.0,6.0,2722.51,2.0,1.0,1,24,1.0,0,1.0,3.5
3.0,4.0,2178.008,2.0,1.0,0,0,4.0,0,1.0,2.95
3.0,4.0,1361.255,2.0,1.0,0,0,4.0,0,1.0,2.1
4.0,5.0,1361.255,2.0,1.0,1,25,1.0,0,1.0,1.5
4.0,5.0,1361.255,2.0,1.0,1,25,1.0,1,2.0,1.52
3.0,4.0,1361.255,2.0,1.0,1,25,1.0,1,1.0,1.35
4.0,4.0,1361.255,2.0,1.0,0,10,3.0,0,1.0,1.7
4.0,5.0,1361.255,2.0,1.0,0,13,2.0,0,1.0,1.6
3.0,4.0,1361.255,2.0,1.0,0,14,1.0,0,1.0,1.05
5.0,6.0,2722.51,2.0,1.0,1,25,3.0,1,1.0,3.0
3.0,4.0,1361.255,2.0,1.0,1,15,1.0,1,1.0,1.35
4.0,5.0,5445.02,2.0,1.0,0,25,3.0,0,1.0,6.0
4.0,4.0,1361.255,2.0,1.0,0,4,3.0,0,2.0,1.9
4.0,5.0,1361.255,2.0,1.0,1,25,4.0,0,2.0,1.65
4.0,4.0,1361.255,2.0,1.0,0,5,4.0,0,1.0,2.15
5.0,6.0,2722.51,2.0,1.0,1,25,0.0,0,1.0,3.15
3.0,4.0,1361.255,2.0,1.0,1,25,1.0,1,1.0,1.35
3.0,4.0,952.8785,2.0,2.0,1,25,1.0,1,1.0,1.35
4.0,5.0,1361.255,1.0,1.0,1,25,4.0,1,1.0,1.7
4.0,4.0,1361.255,2.0,1.0,1,25,1.0,1,1.0,2.05
4.0,4.0,1361.255,2.0,1.0,1,25,1.0,1,2.0,2.25
4.0,4.0,1361.255,2.0,1.0,1,25,1.0,1,1.0,2.15
4.0,5.0,1361.255,2.0,1.0,1,25,1.0,1,1.0,1.5
3.0,4.0,1361.255,2.0,1.0,1,25,4.0,0,1.0,1.35
3.0,4.0,1361.255,2.0,1.0,1,25,1.0,0,1.0,1.35
4.0,5.0,1361.255,2.0,1.0,1,25,3.0,0,1.0,1.75
4.0,5.0,1361.255,2.0,1.0,1,25,1.0,1,1.0,1.6
5.0,6.0,2722.51,2.0,1.0,1,25,4.0,1,1.0,3.0
4.0,5.0,1361.255,2.0,1.0,1,15,1.0,0,2.0,1.55
4.0,5.0,1361.255,2.0,1.0,1,25,1.0,1,1.0,1.65
4.0,4.0,1361.255,2.0,1.0,1,25,4.0,0,1.0,1.72
5.0,6.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,3.2
4.0,5.0,1361.255,2.0,1.0,1,25,1.0,0,2.0,1.48
4.0,4.0,1361.255,2.0,1.0,0,0,4.0,0,1.0,2.0
4.0,4.0,1361.255,2.0,1.0,0,25,4.0,1,1.0,1.8
4.0,5.0,1361.255,2.0,1.0,0,13,1.0,0,1.0,1.6
3.0,4.0,1361.255,2.0,1.0,1,25,1.0,0,1.0,0.85
4.0,5.0,1361.255,2.0,1.0,0,14,1.0,1,1.0,1.9
4.0,4.0,1361.255,2.0,1.0,1,25,1.0,1,2.0,1.85
5.0,6.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,3.15
4.0,4.0,1361.255,2.0,1.0,1,25,1.0,1,1.0,2.3
2.0,2.0,2722.51,2.0,1.0,1,15,1.0,1,1.0,1.95
3.0,4.0,1361.255,2.0,1.0,1,25,1.0,0,1.0,1.35
5.0,6.0,1361.255,2.0,1.0,1,25,2.0,1,1.0,1.6
5.0,6.0,2722.51,2.0,1.0,1,25,3.0,0,1.0,3.15
3.0,4.0,1361.255,2.0,1.0,1,15,1.0,1,1.0,1.35
4.0,5.0,1361.255,2.0,1.0,1,25,0.0,1,1.0,1.55
4.0,5.0,1361.255,2.0,2.0,1,25,1.0,1,2.0,1.6
4.0,4.0,1361.255,2.0,1.0,0,5,4.0,0,1.0,2.45
4.0,4.0,1361.255,2.0,1.0,0,5,4.0,0,1.0,2.5
4.0,5.0,1361.255,2.0,1.0,1,15,1.0,0,2.0,1.54
4.0,5.0,1361.255,2.0,1.0,1,15,1.0,0,2.0,1.55
4.0,5.0,1361.255,2.0,1.0,1,15,1.0,0,2.0,1.55
3.0,4.0,1361.255,2.0,1.0,1,25,1.0,0,1.0,1.35
4.0,4.0,1361.255,2.0,1.0,1,25,1.0,1,2.0,2.15
5.0,6.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,3.0
4.0,4.0,1361.255,2.0,1.0,0,5,4.0,0,1.0,1.75
4.0,5.0,1361.255,2.0,1.0,1,25,4.0,0,1.0,1.6
4.0,5.0,1361.255,2.0,2.0,1,25,1.0,1,1.0,1.5
4.0,4.0,1361.255,2.0,1.0,1,25,4.0,0,1.0,1.25
4.0,4.0,1361.255,2.0,1.0,1,15,1.0,1,1.0,2.35
4.0,5.0,1361.255,2.0,1.0,1,15,1.0,1,1.0,2.4
4.0,5.0,1361.255,2.0,1.0,1,15,1.0,1,1.0,2.4
4.0,5.0,1361.255,2.0,1.0,1,25,1.0,0,2.0,1.54
4.0,5.0,1361.255,2.0,1.0,1,25,1.0,0,2.0,1.47
4.0,5.0,1361.255,2.0,1.0,1,25,1.0,1,1.0,1.5
4.0,5.0,1361.255,2.0,1.0,1,25,4.0,0,1.0,1.7
5.0,5.0,1851.3068,2.0,1.0,1,25,1.0,1,1.0,3.5
4.0,4.0,1361.255,2.0,1.0,0,25,1.0,1,1.0,2.3
4.0,5.0,1361.255,2.0,1.0,1,25,1.0,1,2.0,1.35
4.0,5.0,1361.255,2.0,1.0,1,15,1.0,0,2.0,1.52
4.0,5.0,1361.255,2.0,1.0,1,15,1.0,0,2.0,1.56
4.0,5.0,1361.255,2.0,1.0,1,15,1.0,0,2.0,1.54
5.0,6.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,3.1
4.0,5.0,1361.255,2.0,1.0,1,25,1.0,1,1.0,1.7
4.0,5.0,1361.255,2.0,1.0,1,25,1.0,1,1.0,1.65
4.0,5.0,1361.255,2.0,1.0,0,1,4.0,0,1.0,1.65
4.0,5.0,1361.255,2.0,2.0,1,25,1.0,1,2.0,1.7
4.0,4.0,1361.255,2.0,1.0,1,25,1.0,0,1.0,1.4
4.0,4.0,1361.255,2.0,1.0,1,25,1.0,1,1.0,1.69
5.0,6.0,2722.51,2.0,2.0,1,25,1.0,1,1.0,3.1
4.0,4.0,1361.255,2.0,1.0,0,5,1.0,1,1.0,2.25
4.0,4.0,1361.255,2.0,1.0,0,25,1.0,1,2.0,2.45
4.0,5.0,1361.255,2.0,1.0,0,3,4.0,0,1.0,2.25
4.0,4.0,1361.255,2.0,1.0,0,3,4.0,0,1.0,2.3
4.0,4.0,1361.255,2.0,1.0,0,7,1.0,0,1.0,2.2
4.0,5.0,1361.255,1.0,1.0,1,25,1.0,1,1.0,1.9
2.0,2.0,1361.255,1.0,1.0,0,7,1.0,0,1.0,1.2
5.0,6.0,2722.51,2.0,1.0,1,25,1.0,0,1.0,3.15
4.0,4.0,1361.255,2.0,1.0,0,12,1.0,0,1.0,1.7
4.0,5.0,1361.255,2.0,1.0,1,25,1.0,1,1.0,1.65
4.0,4.0,1361.255,2.0,1.0,1,15,1.0,1,1.0,1.65
4.0,5.0,1361.255,2.0,1.0,0,8,1.0,0,1.0,2.35
4.0,5.0,1361.255,2.0,1.0,0,25,4.0,0,1.0,2.3
4.0,5.0,1361.255,2.0,1.0,0,3,4.0,0,1.0,2.15
4.0,5.0,1361.255,2.0,1.0,1,25,3.0,0,1.0,1.7
4.0,5.0,2722.51,2.0,1.0,1,25,1.0,0,1.0,3.15
3.0,4.0,1361.255,2.0,1.0,0,15,0.0,1,1.0,1.35
5.0,6.0,2722.51,2.0,2.0,0,15,1.0,1,1.0,3.2
4.0,5.0,1361.255,2.0,1.0,0,15,0.0,1,1.0,1.65
4.0,4.0,1361.255,2.0,1.0,0,5,4.0,0,1.0,2.3
4.0,5.0,1361.255,2.0,1.0,1,25,2.0,1,1.0,1.65
4.0,4.0,1361.255,2.0,1.0,0,5,4.0,0,1.0,2.4
4.0,5.0,1361.255,2.0,1.0,1,25,4.0,1,1.0,1.35
4.0,5.0,1361.255,2.0,1.0,1,25,1.0,1,2.0,1.49
4.0,4.0,1361.255,2.0,1.0,1,25,1.0,1,2.0,1.75
4.0,4.0,1361.255,2.0,2.0,1,25,1.0,1,1.0,2.0
4.0,4.0,1361.255,2.0,1.0,1,25,1.0,1,2.0,1.55
4.0,4.0,1361.255,2.0,1.0,1,25,4.0,0,1.0,1.7
4.0,4.0,1361.255,2.0,1.0,1,25,4.0,0,1.0,1.15
4.0,5.0,1361.255,2.0,1.0,0,10,1.0,1,2.0,1.85
4.0,5.0,1361.255,2.0,1.0,1,25,1.0,0,1.0,1.7
4.0,5.0,1361.255,2.0,1.0,1,15,1.0,0,2.0,1.54
4.0,4.0,1361.255,2.0,1.0,1,25,1.0,0,2.0,1.55
5.0,4.0,1361.255,2.0,1.0,1,25,1.0,1,1.0,1.89
5.0,6.0,5445.02,2.0,1.0,1,25,3.0,0,1.0,7.0
5.0,6.0,2722.51,2.0,1.0,0,0,4.0,0,1.0,4.5
4.0,4.0,1361.255,2.0,1.0,1,25,1.0,0,1.0,2.1
4.0,4.0,1361.255,2.0,1.0,0,15,4.0,0,1.0,1.85
4.0,4.0,1633.506,2.0,1.0,0,5,4.0,0,1.0,2.8
4.0,5.0,1361.255,2.0,1.0,1,25,0.0,1,1.0,1.65
4.0,5.0,1361.255,2.0,1.0,1,25,3.0,1,1.0,1.7
5.0,6.0,2722.51,2.0,1.0,1,25,1.0,0,1.0,3.15
5.0,6.0,2722.51,2.0,1.0,1,15,1.0,1,1.0,3.15
4.0,5.0,1361.255,2.0,2.0,1,25,1.0,1,1.0,1.35
4.0,5.0,1361.255,2.0,1.0,0,25,1.0,1,2.0,1.7
4.0,4.0,1361.255,2.0,1.0,1,25,3.0,1,2.0,1.7
4.0,5.0,1361.255,2.0,1.0,1,25,1.0,0,1.0,1.6
4.0,5.0,1361.255,2.0,1.0,1,25,1.0,1,2.0,1.8
4.0,5.0,1361.255,2.0,1.0,1,25,1.0,1,2.0,1.53
4.0,4.0,1361.255,1.0,1.0,1,25,1.0,1,1.0,2.25
4.0,5.0,1361.255,2.0,1.0,1,25,1.0,0,2.0,1.53
4.0,4.0,1361.255,2.0,1.0,0,5,4.0,0,1.0,2.3
4.0,5.0,1361.255,2.0,1.0,0,15,3.0,1,1.0,1.6
4.0,4.0,1361.255,2.0,1.0,0,14,1.0,0,1.0,1.8
4.0,4.0,1361.255,2.0,1.0,1,25,1.0,0,1.0,1.7
4.0,5.0,1361.255,2.0,1.0,0,21,4.0,0,1.0,1.6
4.0,4.0,1361.255,2.0,1.0,1,25,1.0,1,2.0,2.35
4.0,4.0,1361.255,2.0,1.0,0,9,1.0,1,2.0,2.1
6.0,6.0,2722.51,2.0,1.0,0,15,1.0,1,1.0,4.7
4.0,4.0,1361.255,2.0,1.0,1,25,1.0,0,1.0,2.2
4.0,4.0,1361.255,2.0,1.0,1,25,1.0,0,1.0,2.2
4.0,4.0,1361.255,2.0,1.0,1,25,1.0,0,1.0,2.05
4.0,4.0,1361.255,2.0,1.0,0,24,1.0,0,1.0,2.2
4.0,5.0,1361.255,2.0,1.0,1,25,1.0,1,1.0,1.6
4.0,4.0,1361.255,2.0,1.0,1,25,1.0,1,1.0,2.15
5.0,6.0,2722.51,2.0,1.0,1,25,1.0,1,1.0,3.0
