society,bedrooms,baths,link,floors_in_building,price,area,area_sqft,servant_quarters,kitchens,store_rooms,price_per_sqft,drawing_room,dining_room,lounge_or_sitting_room,laundry_room,study_room,prayer_room,powder_room,gym,steam_room,other_rooms,luxury_score,furnishing_score,floor,agePossession,lat,lon
Gulberg,1.0,1.0,https://www.zameen.com/Property/gulberg_3_gulberg_3_-_block_l_book_and_get_75_000_monthly_rent_from_75_lacs_investment_booking_available_in_swiss_international_of_hotel_suites-52681328-3842-1.html,8.0,0.75,1.6,435.2000000000001,0.0,1.0,0.0,17233.45588235294,1,1,1,1,1,1,1,1,1,0,146.0,40,22.0,New Property,31.5119955,74.3430178
Gulberg,2.0,2.0,https://www.zameen.com/Property/gulberg_3_gulberg_3_-_block_h_2_bed_furnished_apartment_for_sale_in_gulberg-52587909-3839-1.html,8.0,1.1,4.4,1196.8000000000002,2.0,1.0,2.0,9191.176470588234,1,1,1,1,1,1,1,1,1,1,162.0,49,6.0,New Property,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/lahore_gulberg_fully_furnished_1_bed_room_apartment_for_sale_in_gulberg_lahore-52532909-7-1.html,12.0,1.1,2.8,761.5999999999999,0.0,1.0,1.0,14443.277310924372,1,1,1,1,1,1,1,1,1,1,181.0,49,12.0,Relatively New,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/lahore_gulberg_1_bedroom_apartment_available_on_installments-49595196-7-1.html,8.0,0.9,1.1,299.20000000000005,0.0,1.0,0.0,30080.21390374331,1,1,1,1,1,1,1,1,1,1,174.0,49,3.0,New Property,31.5119955,74.3430178
Gulberg,2.0,2.0,https://www.zameen.com/Property/gulberg_sterling_residences_book_your_office_with_50_down-payment_opposite_to_gym_khana-53336387-12660-1.html,8.0,2.4,4.4,1196.8000000000002,0.0,1.0,0.0,20053.47593582888,0,0,0,0,0,0,0,0,0,0,132.0,23,4.0,New Property,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/gulberg_indigo_boutique_apartments_full_furnished_1_bed_luxury_apartment_for_sale_in_gulberg-50618292-12837-1.html,8.0,0.88,2.2,598.4000000000001,1.0,2.0,1.0,14705.882352941177,1,1,1,1,1,1,1,1,1,1,176.0,49,7.0,New Property,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/gulberg_gulberg_3_studio_apartment_for_sale_in_gulberg_iii_lahore-50538561-3824-1.html,9.0,1.0,1.7,462.4,0.0,1.0,0.0,21626.29757785467,1,1,1,1,1,1,1,1,1,1,181.0,49,3.0,New Property,31.5119955,74.3430178
Gulberg,1.0,2.0,https://www.zameen.com/Property/lahore_gulberg_one_bed_apartment_tv_lounge_company_fitted_kitchen_cabinets_eminities_jym_pool-53807204-7-1.html,8.0,2.1,2.3,625.5999999999999,1.0,1.0,1.0,33567.77493606139,1,1,1,1,1,1,1,1,1,1,149.0,49,3.0,New Property,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/gulberg_mm_alam_road_rental_income_2_lakh_semi_furnished_1_bed_modern_apartment_available_for_sale_in_mm_alam_road-53800055-3850-1.html,6.0,2.75,2.7,734.4000000000001,0.0,1.0,0.0,37445.53376906318,1,1,1,1,1,1,1,1,1,0,181.0,49,3.0,Relatively New,31.5119955,74.3430178
Gulberg,2.0,2.0,https://www.zameen.com/Property/main_boulevard_gulberg_cbd_punjab_pcbdda_luxury_2_bed_apartment_for_sale_on_easy_instalments_prime_location_modern_amenities-52802074-21580-1.html,6.0,3.81,3.4,924.8,0.0,1.0,0.0,41198.09688581315,1,1,1,1,1,1,1,1,1,1,174.0,49,33.0,New Property,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/lahore_gulberg_experience_unmatched_urban_living_at_this_exclusive_high-rise_development_in_gulberg-52802233-7-1.html,8.0,1.94,3.2,870.4000000000001,1.0,1.0,1.0,22288.60294117647,1,1,1,1,1,1,1,1,1,1,149.0,49,3.0,Undefined,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/main_boulevard_gulberg_cbd_punjab_pcbdda_luxury_apartments_for_sale_in_cbd_punjab_business_bay-52833101-21580-1.html,8.0,2.66,2.0,544.0,2.0,2.0,2.0,48897.05882352941,0,0,0,0,0,0,0,0,0,0,146.0,32,33.0,Undefined,31.5119955,74.3430178
Gulberg,2.0,2.0,https://www.zameen.com/Property/gulberg_mm_alam_road_fully_furnished_apartment_for_sale_at_mm_alam_road_gulberg_lahore-52833334-3850-1.html,8.0,2.42,1.6,435.2000000000001,1.0,1.0,1.0,55606.61764705882,0,0,0,0,0,0,0,0,0,0,170.0,49,3.0,Undefined,31.5119955,74.3430178
Gulberg,2.0,2.0,https://www.zameen.com/Property/gulberg_gulberg_3_zameen_neo_2_bed_luxury_apartmen-52922731-3824-1.html,8.0,4.48,5.1,1387.1999999999998,0.0,1.0,0.0,32295.27104959632,1,1,1,1,1,1,1,1,1,1,186.0,49,3.0,New Property,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/gulberg_mm_alam_road_annual_rental_12_in_gulberg_limited_opportunity-52978451-3850-1.html,8.0,1.02,0.8,217.6,0.0,1.0,0.0,46874.99999999999,1,1,1,1,1,1,1,1,1,1,186.0,49,4.0,Undefined,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/gulberg_mm_alam_road_mm_alam_road_gulberg_lahore_punjab_12_annual_rental_cashback-53364668-3850-1.html,8.0,0.7751,0.5,136.0,0.0,1.0,0.0,56992.64705882353,1,1,1,1,1,1,1,1,1,1,186.0,49,7.0,New Property,31.5119955,74.3430178
Gulberg,2.0,2.0,https://www.zameen.com/Property/main_boulevard_gulberg_cbd_punjab_pcbdda_premium_2-bed_luxury_apartment_in_central_business_district_cbd_gulberg_lahore-53492957-21580-1.html,8.0,4.55,4.4,1196.8000000000002,0.0,1.0,0.0,38018.04812834224,1,1,1,1,1,1,1,1,1,0,174.0,42,3.0,Undefined,31.5119955,74.3430178
Gulberg,2.0,2.0,https://www.zameen.com/Property/gulberg_3_the_opus_luxury_residence_2_bed_furnished_apartment_available_in_the_opus-50682605-10538-1.html,8.0,2.85,3.8,1033.6,0.0,1.0,0.0,27573.52941176471,0,0,1,0,0,0,0,0,0,0,165.0,49,8.0,New Property,31.5119955,74.3430178
Gulberg,1.0,2.0,https://www.zameen.com/Property/main_boulevard_gulberg_cbd_punjab_pcbdda_1_bed_luxury_apartment_available_with_15_annual_rental_on_installment_in_cbd_punjab-51937974-21580-1.html,33.0,1.85,2.4,652.8,0.0,1.0,0.0,28339.460784313727,1,1,1,1,1,1,1,1,1,1,186.0,49,3.0,Under construction,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/gulberg_zafar_ali_road_1_bed_luxury_apartment_close_to_possession_for_sale_on_installments-49589651-154-1.html,11.0,2.42,2.8,761.5999999999999,0.0,1.0,0.0,31775.210084033617,1,1,1,1,1,1,1,1,1,1,186.0,49,3.0,New Property,31.5119955,74.3430178
Gulberg,2.0,3.0,https://www.zameen.com/Property/lahore_gulberg_flat_of_2100_square_feet_is_available_in_contemporary_neighborhood_of_gulberg-53424325-7-1.html,6.0,5.65,9.3,2529.6000000000004,0.0,1.0,0.0,22335.54712207464,1,1,1,1,0,0,1,1,0,0,151.0,33,2.0,Relatively New,31.5119955,74.3430178
Gulberg,2.0,3.0,https://www.zameen.com/Property/gulberg_mm_alam_road_luxury_2-bedroom_apartment_the_avenair_sleek_spacious-53770367-3850-1.html,6.0,4.0,6.4,1740.8000000000002,0.0,1.0,0.0,22977.941176470587,0,0,0,0,1,0,0,0,0,0,102.0,38,2.0,New Property,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/mm_alam_road_swiss_mall_gulberg_12_annual_cash_back_on_hotel_apartments-_swiss_mall_-_mm_alam_road_residential_apartments_also_available-53145440-19464-1.html,8.0,1.01,0.8,217.6,0.0,1.0,0.0,46415.44117647058,1,1,1,1,1,1,1,1,1,1,158.0,49,3.0,Under construction,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/main_boulevard_gulberg_cbd_punjab_pcbdda_12_cash_back_guaranteed_cbd_zameen_eon_redefining_luxury_living_in_lahore-53150087-21580-1.html,8.0,2.44,2.1,571.2,0.0,1.0,0.0,42717.08683473389,1,1,1,1,1,1,1,1,1,1,149.0,49,3.0,Under construction,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/gulberg_main_boulevard_gulberg_corporate_offices_service_residential_apartments_available_at_tallest_building_of_punjab_in_cbd_gulberg_zameen_arx-53153794-3852-1.html,8.0,3.1,2.0,544.0,0.0,1.0,0.0,56985.294117647056,1,1,1,1,1,1,1,1,1,1,158.0,49,3.0,Under construction,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/main_boulevard_gulberg_cbd_punjab_pcbdda_tallest_building_of_punjab_in_cbd_gulberg_zameen_arx_near_kalma_chowk-53153561-21580-1.html,8.0,2.86,2.0,544.0,0.0,1.0,0.0,52573.52941176471,1,1,1,1,1,1,1,1,1,1,168.0,49,3.0,Under construction,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/main_boulevard_gulberg_cbd_punjab_pcbdda_get_15_cashback_limited_time_offer_at_zameen_arx-53240172-21580-1.html,8.0,2.85,2.0,544.0,0.0,1.0,0.0,52389.705882352944,1,1,1,1,1,1,1,1,1,1,186.0,49,3.0,Under construction,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/gulberg_zahoor_elahi_road_zameen_phoenix_high-end_residences_by_zameen_developments-53231710-3851-1.html,8.0,2.7,2.8,761.5999999999999,0.0,1.0,0.0,35451.680672268914,1,1,1,0,1,1,1,1,1,1,168.0,49,3.0,Under construction,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/gulberg_gulberg_2_zameen_phoenix_great_for_living_initial_prices-53231712-3809-1.html,8.0,2.7,2.8,761.5999999999999,0.0,1.0,0.0,35451.680672268914,0,0,0,0,0,0,0,0,0,0,19.0,0,3.0,Undefined,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/gulberg_gulberg_3_your_dream_property_just_got_15_more_rewarding_booking_your_unit_at_zameen_arx_-_cbd_lahore-53240261-3824-1.html,8.0,2.85,2.0,544.0,0.0,1.0,1.0,52389.705882352944,1,1,1,1,1,1,1,1,1,1,126.0,49,3.0,Under construction,31.5119955,74.3430178
Gulberg,2.0,1.0,https://www.zameen.com/Property/cbd_punjab_pcbdda_zameen_arx_old_price_book_now_earn_big_15_cashback_at_zameen_arx_-_cbd_lahore-53240260-22032-1.html,8.0,2.89,2.0,544.0,1.0,1.0,1.0,53125.0,1,1,1,1,1,1,1,1,1,1,186.0,49,3.0,Under construction,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/cbd_punjab_pcbdda_zameen_arx_old_price_book_now_earn_big_15_cashback_at_zameen_arx-53240259-22032-1.html,8.0,2.91,2.1,571.2,0.0,2.0,1.0,50945.3781512605,1,1,1,1,1,1,1,1,1,1,181.0,49,3.0,Under construction,31.5119955,74.3430178
Gulberg,3.0,4.0,https://www.zameen.com/Property/cbd_punjab_pcbdda_zameen_arx_zameen_arx_tallest_building_in_cbd_gulberg_flat_available_with_infinity_pool_on_30th_floor-52600593-22032-1.html,8.0,5.03,4.4,1196.8000000000002,1.0,1.0,1.0,42028.743315508014,1,1,1,1,1,1,1,1,1,1,168.0,49,3.0,Under construction,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/gulberg_3_zameen_neo_zameen_neo_gulberg_15_guaranteed_rental_on_residential_units_until_possession-52603759-21022-1.html,8.0,3.0,3.3,897.5999999999999,1.0,1.0,1.0,33422.45989304813,1,1,1,1,1,1,1,1,1,1,186.0,49,3.0,New Property,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/gulberg_mm_alam_road_swiss_mall_gulberg_12_guaranteed_rental_oon_hotel_apartments-52719205-3850-1.html,8.0,1.87,2.1,571.2,0.0,1.0,0.0,32738.09523809524,1,1,1,1,1,1,1,1,1,1,181.0,49,3.0,Under construction,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/gulberg_main_boulevard_gulberg_12_annual_cash_back_on_hotel_apartments-_swiss_mall_-_mm_alam_road_residential_apartments_also_available_on-52938317-3852-1.html,8.0,0.8678,0.6,163.2,1.0,1.0,0.0,53174.01960784314,1,1,1,1,1,1,1,1,1,1,176.0,49,3.0,Under construction,31.5119955,74.3430178
Gulberg,2.0,2.0,https://www.zameen.com/Property/lahore_gulberg_1-bed_fully_furnished_apartment_in_gulberg_3-52746440-7-1.html,6.0,3.0,5.6,1523.1999999999998,1.0,2.0,0.0,19695.378151260506,1,1,1,1,0,1,1,0,0,1,165.0,49,3.0,New Property,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/gulberg_3_block_c2_park_diamond_vista_park_diamond_vista_gulberg_prime_address_for_luxury_living_investment-53011118-21751-1.html,11.0,1.95,2.7,734.4000000000001,0.0,1.0,0.0,26552.287581699344,1,1,1,1,1,1,1,1,1,0,158.0,49,2.0,Relatively New,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/lahore_gulberg_1-bed_furnished_apartment_for_sale_in_cbd_with_guaranteed_rent_of_1_lac_70_thousand_per_month_rent_will_start_40_days_after_booking-52728622-7-1.html,34.0,2.45,2.9,788.8,1.0,2.0,2.0,31059.83772819473,1,1,1,1,0,0,1,0,1,0,139.0,49,18.0,New Property,31.5119955,74.3430178
Gulberg,3.0,3.0,https://www.zameen.com/Property/lahore_gulberg_ready_to_move_3_bed_apartment_for_sale_in_gulberg-53732771-7-1.html,8.0,4.9,5.6,1523.1999999999998,1.0,1.0,1.0,32169.11764705883,1,1,1,1,1,1,1,1,1,1,149.0,49,3.0,Old Property,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/lahore_gulberg_1_bed_fully_furnished_apartment_for_sale_ready_to_move-53732602-7-1.html,8.0,1.98,2.2,598.4000000000001,1.0,1.0,1.0,33088.23529411764,1,1,1,1,1,1,1,1,1,0,169.0,49,3.0,New Property,31.5119955,74.3430178
Gulberg,3.0,3.0,https://www.zameen.com/Property/gulberg_gulberg_3_gulberg_luxury_apartment_3_bedrooms_2000_square_feet_for_sale-53827045-3824-1.html,8.0,6.0,8.9,2420.8,0.0,1.0,0.0,24785.19497686715,0,0,0,0,0,0,0,0,0,0,48.0,9,3.0,New Property,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/lahore_gulberg_1_bed_apartment_for_sale_on_m_m_alam_road-53732808-7-1.html,8.0,0.6,0.4,108.8,0.0,1.0,1.0,55147.058823529405,1,1,1,1,1,1,1,1,1,0,125.0,33,3.0,Undefined,31.5119955,74.3430178
Gulberg,2.0,2.0,https://www.zameen.com/Property/gulberg_gulberg_3_luxury_2_bedroom_for_sale_in_gulberg_mm_alam_road_lahore-53019679-3824-1.html,8.0,1.9,3.1,843.2,1.0,1.0,1.0,22533.206831119543,1,1,1,1,0,1,1,1,1,0,156.0,30,3.0,New Property,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/gulberg_gulberg_3_1_bed_studio_apartment_for_sale_in_gulberg_lahore_easy_installment-53319828-3824-1.html,8.0,1.32,2.8,761.5999999999999,0.0,1.0,0.0,17331.932773109245,1,1,1,1,1,1,1,1,1,0,161.0,49,3.0,New Property,31.5119955,74.3430178
Gulberg,3.0,3.0,https://www.zameen.com/Property/gulberg_gulberg_3_luxury_3-bedroom_apartment_for_sale_in_gulberg_lahore_easy_installments-53029008-3824-1.html,8.0,3.3,3.8,1033.6,0.0,1.0,1.0,31927.244582043342,0,0,1,0,0,0,0,0,0,0,133.0,9,3.0,Undefined,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/main_boulevard_gulberg_cbd_punjab_pcbdda_fully_furnished_1-bedroom_service_apartment_prime_cbd_location-53614062-21580-1.html,8.0,2.55,2.0,544.0,1.0,1.0,1.0,46875.0,1,1,1,1,1,1,1,1,1,1,176.0,49,3.0,Old Property,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/gulberg_gulberg_3_1-bedroom_luxury_apartment_for_sale_in_gulberg_lahore_mm_alam_road-53016480-3824-1.html,8.0,1.65,2.8,761.5999999999999,0.0,1.0,0.0,21664.91596638656,1,1,1,1,1,1,1,1,1,1,186.0,49,3.0,New Property,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/gulberg_gulberg_3_one_bed_apartment_for_sale_in_gulberg_lahore_mm_alam_road-53319861-3824-1.html,8.0,1.86,3.1,843.2,0.0,1.0,0.0,22058.82352941176,1,1,1,1,1,1,1,1,1,1,181.0,49,3.0,New Property,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/gulberg_gulberg_3_own_a_luxury_1-bed_apartment_in_cbd_gulberg_lahore-53016105-3824-1.html,2.0,1.4,2.2,598.4000000000001,0.0,2.0,0.0,23395.721925133686,1,1,1,1,1,1,1,1,1,0,160.0,40,3.0,Old Property,31.5119955,74.3430178
Gulberg,2.0,2.0,https://www.zameen.com/Property/gulberg_indigo_boutique_apartments_2_bed_spacious_apartment_in_gulberg_with_peaceful_environment-53608770-12837-1.html,8.0,2.75,4.6,1251.1999999999998,0.0,1.0,0.0,21978.90025575448,1,1,1,0,0,0,0,0,0,0,169.0,39,5.0,New Property,31.5119955,74.3430178
Gulberg,2.0,2.0,https://www.zameen.com/Property/gulberg_mm_alam_road_2_bedroom_unfurnished_apartment_for_sale_in_mm_alam_road-53825473-3850-1.html,8.0,4.0,5.3,1441.6,0.0,1.0,0.0,27746.947835738072,1,1,1,1,1,1,1,1,1,1,168.0,39,3.0,Undefined,31.5119955,74.3430178
Gulberg,2.0,3.0,https://www.zameen.com/Property/gulberg_zafar_ali_road_2_bed_apartment_ready_for_possession_available_on_easy_installment_plan-52474572-154-1.html,11.0,3.25,4.7,1278.4,0.0,1.0,0.0,25422.40300375469,1,1,1,1,1,1,1,1,1,1,179.0,49,3.0,New Property,31.5119955,74.3430178
Gulberg,1.0,2.0,https://www.zameen.com/Property/main_boulevard_gulberg_cbd_punjab_pcbdda_get_residential_apartment_in_cbd_punjab_with_45_grunted_cash_back-52686840-21580-1.html,33.0,1.0,2.7,734.4000000000001,0.0,1.0,0.0,13616.55773420479,1,1,1,0,0,0,0,0,0,0,82.0,47,12.0,New Property,31.5119955,74.3430178
Gulberg,1.0,2.0,https://www.zameen.com/Property/main_boulevard_gulberg_cbd_punjab_pcbdda_urgent_apartment_for_sale_on_cbd_punjab_with_15_grunted_rent_easy_exit_plan_available_with_profit-52686856-21580-1.html,33.0,2.13,2.5,680.0,0.0,1.0,0.0,31323.529411764703,1,1,1,1,1,1,1,1,1,1,174.0,49,12.0,New Property,31.5119955,74.3430178
Gulberg,2.0,2.0,https://www.zameen.com/Property/gulberg_gulberg_3_ully_furnished_smart_apartment_in_gulberg_3_modern_living_with_premium_specifications-53542117-3824-1.html,8.0,2.9,4.9,1332.8000000000002,1.0,1.0,1.0,21758.70348139256,1,1,0,0,1,1,0,0,0,0,153.0,33,3.0,Undefined,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/gulberg_3_indigo_heights_hotel_apartment_available_with_15_annual_rent_at_mm_alam_road-50933048-9863-1.html,19.0,0.7425,0.8,217.6,0.0,1.0,0.0,34122.242647058825,1,1,1,1,1,1,1,1,1,1,170.0,49,3.0,Relatively New,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/gulberg_mm_alam_road_luxury_hotel_apartment_for_sale_15_guaranteed_rental_2-year_installment_plan-53043000-3850-1.html,21.0,0.5085000000000001,0.4,108.8,0.0,1.0,0.0,46737.13235294118,1,1,1,1,1,1,0,1,1,0,152.0,49,3.0,Undefined,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/main_boulevard_gulberg_cbd_punjab_pcbdda_luxury_apartment_in_cbd_lahore_premium_living_with_15_guaranteed_rental_return-53493657-21580-1.html,33.0,2.5,2.0,544.0,0.0,1.0,0.0,45955.882352941175,0,0,0,0,0,0,0,0,0,0,78.0,47,21.0,Under construction,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/main_boulevard_gulberg_cbd_punjab_pcbdda_prime_flat_in_cbd_lahore_earn_15_guaranteed_cash-back_rental-53493588-21580-1.html,33.0,1.7,2.0,544.0,1.0,1.0,0.0,31250.0,0,0,0,0,0,0,0,0,0,0,78.0,47,12.0,Under construction,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/gulberg_mm_alam_road_full_furnished_1_bed_apartment_available_for_sale_on_instalments_at_mm_alam_road-51886343-3850-1.html,11.0,1.52,1.9,516.8,0.0,1.0,0.0,29411.76470588236,0,1,1,1,0,1,1,1,1,0,154.0,49,3.0,New Property,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/gulberg_3_gulberg_3_-_block_l_1_bed_luxury_apartment_available_in_indigo_heights_for_sale-49531787-3842-1.html,14.0,1.29,2.3,625.5999999999999,0.0,1.0,0.0,20620.204603580565,1,1,1,1,1,1,1,1,1,1,168.0,47,3.0,New Property,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/gulberg_mm_alam_road_modern_urban_1_bed_apartment_on_iconic_mm_alam_road_prime_lifestyle_address-53491258-3850-1.html,9.0,1.35,1.8,489.6,0.0,1.0,1.0,27573.529411764703,1,1,1,1,1,0,1,1,1,0,152.0,24,7.0,New Property,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/lahore_gulberg_1_bed_apartment_park_house_gulberg-53736240-7-1.html,8.0,1.43,1.6,435.2000000000001,0.0,1.0,0.0,32858.45588235294,0,0,0,0,0,0,0,0,0,0,19.0,0,3.0,Undefined,31.5119955,74.3430178
Gulberg,2.0,3.0,https://www.zameen.com/Property/gulberg_3_gulberg_3_-_block_l_2-bed_apartment_h_block_facing_park_near_completion_on_installment-53758635-3842-1.html,6.0,2.0,4.9,1332.8000000000002,3.0,3.0,3.0,15006.002400960382,0,0,0,0,0,0,0,1,0,0,130.0,49,3.0,New Property,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/gulberg_gulberg_3_ready_hotel_apartments_for_sale_in_gulberg-52509173-3824-1.html,21.0,0.95,1.6,435.2000000000001,1.0,1.0,1.0,21829.044117647056,1,1,0,0,0,0,0,0,0,0,156.0,49,3.0,New Property,31.5119955,74.3430178
Gulberg,2.0,3.0,https://www.zameen.com/Property/gulberg_zafar_ali_road_luxury_2-bed_apartment_in_gulberg_opposite_gym_khana_club_with_premium_facilities-52452471-154-1.html,11.0,1.3,4.6,1251.1999999999998,0.0,1.0,0.0,10390.025575447571,0,0,0,0,0,0,0,0,0,0,81.0,40,3.0,New Property,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/lahore_gulberg_1_bed_furnished_apartment_zahoor_ilahi_rd_24_month_installment_11_guaranteed_rent-53144396-7-1.html,11.0,2.42,2.5,680.0,1.0,1.0,0.0,35588.23529411765,0,0,1,1,0,1,0,1,0,0,91.0,15,3.0,Under construction,31.5119955,74.3430178
Gulberg,2.0,3.0,https://www.zameen.com/Property/gulberg_zafar_ali_road_2-bed_apartment_on_zafar_ali_road_installment_plan-53736510-154-1.html,11.0,3.75,5.0,1360.0,0.0,1.0,0.0,27573.529411764703,0,1,0,0,0,0,0,1,0,0,140.0,39,3.0,New Property,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/gulberg_gulberg_3_1_bed_apartment_in_gulberg_3_fully_furnished_42-month_installment_plan_30_down_payment-53182133-3824-1.html,6.0,1.99,3.1,843.2,1.0,1.0,1.0,23600.56925996205,0,0,1,1,0,0,0,0,0,0,92.0,47,3.0,Under construction,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/gulberg_mm_alam_road_furnished_1_bed_ready_possession_7th_floor_mm_alam_gulberg_iii_5_star_amenities-53186719-3850-1.html,11.0,2.03,1.8,489.6,0.0,1.0,0.0,41462.41830065358,0,0,0,0,0,0,0,0,0,0,122.0,37,3.0,New Property,31.5119955,74.3430178
Gulberg,3.0,3.0,https://www.zameen.com/Property/gulberg_gulberg_3_exclusive_3_bed_gulberg_apartment_1900_sqft_fully_furnished_private_balcony_30_booking-53221997-3824-1.html,6.0,5.39,8.4,2284.8,0.0,2.0,1.0,23590.6862745098,0,1,1,0,0,0,1,0,0,1,110.0,25,3.0,Under construction,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/main_boulevard_gulberg_cbd_punjab_pcbdda_earn_15_guaranteed_rental_in_cbd_lahore_invest_in_premium_service_apartments_book_at_20-53222228-21580-1.html,33.0,2.65,2.0,544.0,1.0,2.0,1.0,48713.23529411765,1,1,1,1,1,1,1,1,1,1,181.0,49,3.0,Under construction,31.5119955,74.3430178
Gulberg,2.0,2.0,https://www.zameen.com/Property/gulberg_gulberg_3_15_rental_guarantee_canal_view_luxury_apartments_30_easy_booking-53450064-3824-1.html,11.0,4.52,5.1,1387.1999999999998,0.0,1.0,1.0,32583.621683967704,0,0,0,0,1,0,0,0,0,1,120.0,15,3.0,Under construction,31.5119955,74.3430178
Gulberg,2.0,3.0,https://www.zameen.com/Property/gulberg_indigo_boutique_apartments_2_bed_apartment_for_sale_cbd_view_indigo_boutique_apartments_gulberg_iii_lahore-53614377-12837-1.html,9.0,2.56,4.6,1251.1999999999998,2.0,1.0,2.0,20460.358056265988,1,0,1,0,0,0,1,0,0,0,148.0,49,5.0,New Property,31.5119955,74.3430178
Gulberg,2.0,2.0,https://www.zameen.com/Property/gulberg_3_park_house_apartments_studio_apartment_luxury_for_sale_in_gulberg_3_best_for_living_and_investment-53550178-19545-1.html,6.0,1.3,1.5,408.0,1.0,1.0,0.0,31862.745098039217,1,1,0,0,1,1,0,0,0,1,186.0,39,3.0,New Property,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/gulberg_3_park_house_apartments_534_square_feet_flat_is_available_for_sale_in_gulberg_3_lahore-53551297-19545-1.html,8.0,2.14,2.4,652.8,1.0,1.0,1.0,32781.86274509804,1,1,1,0,0,0,0,0,0,0,32.0,0,3.0,Undefined,31.5119955,74.3430178
Gulberg,2.0,2.0,https://www.zameen.com/Property/gulberg_liberty_market_prime_gulberg_3_investment_fully_furnished_2-bed_42-month_plan-53182373-1217-1.html,6.0,3.8,6.5,1768.0,0.0,1.0,0.0,21493.212669683257,1,1,1,1,1,1,1,1,1,1,169.0,49,3.0,Under construction,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/main_boulevard_gulberg_cbd_punjab_pcbdda_cbd_1_bed_apartment_for_sale_15_cashback_installment-53722459-21580-1.html,33.0,2.5,2.3,625.5999999999999,1.0,1.0,0.0,39961.63682864451,0,0,0,0,0,0,0,1,0,0,156.0,49,16.0,Under construction,31.5119955,74.3430178
Gulberg,2.0,2.0,https://www.zameen.com/Property/lahore_gulberg_928_sq_ft_two_bed_apartment_18_gulberg-53529954-7-1.html,12.0,2.5,4.1,1115.1999999999998,1.0,2.0,1.0,22417.503586800576,1,1,1,1,0,0,1,0,0,1,135.0,31,2.0,Relatively New,31.5119955,74.3430178
