society,bedrooms,baths,link,floors_in_building,price,area,area_sqft,servant_quarters,kitchens,store_rooms,price_per_sqft,drawing_room,dining_room,lounge_or_sitting_room,laundry_room,study_room,prayer_room,powder_room,gym,steam_room,other_rooms,luxury_score,furnishing_score,floor,agePossession,lat,lon
Gulberg,1.0,1.0,https://www.zameen.com/Property/lahore_gulberg_hotel_apartment_in_swiss_mall_12_guaranteed_rental_downpaymet_35_mm_alam_road-52799515-7-1.html,30.0,1.09,0.8,217.6,1.0,1.0,1.0,50091.911764705874,1,1,1,1,1,1,0,0,0,0,181.0,49,19.0,Under construction,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/lahore_gulberg_fully_furnished_apartment_mm_alam_road_4-year_plan_early_possession-52813786-7-1.html,6.0,1.8,3.1,843.2,0.0,1.0,0.0,21347.24857685009,1,1,1,1,1,1,1,0,1,1,176.0,49,18.0,Under construction,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/lahore_gulberg_furnished_1_bed_apartment_mm_alam_road_12_rental_return_payment_plan_3_years-52799644-7-1.html,30.0,1.55,1.8,489.6,1.0,2.0,1.0,31658.496732026146,1,1,1,1,1,1,1,1,1,1,186.0,49,17.0,Under construction,31.5119955,74.3430178
Gulberg,2.0,2.0,https://www.zameen.com/Property/main_boulevard_gulberg_cbd_punjab_pcbdda_2_bed_furnished_apartment_cbd_gulberg_15_rental_return_5-year_plan_booking_20-52836504-21580-1.html,33.0,4.0,3.4,924.8,0.0,1.0,0.0,43252.59515570934,0,0,0,0,0,0,0,0,0,1,181.0,49,23.0,Under construction,31.5119955,74.3430178
Gulberg,3.0,3.0,https://www.zameen.com/Property/main_boulevard_gulberg_cbd_punjab_pcbdda_3_bed_furnished_apartment_cbd_gulberg_15_rental_return_5-year_plan-52836526-21580-1.html,33.0,5.0,5.1,1387.1999999999998,2.0,2.0,1.0,36043.82929642445,1,1,1,1,1,1,1,1,1,1,181.0,49,23.0,Under construction,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/lahore_gulberg_hotel_apartment_12_rental_income_mm_alam_road_booking_30_48_months_plan_flat_for_sale-52846278-7-1.html,30.0,0.75,0.7,190.4,0.0,1.0,0.0,39390.75630252101,0,0,0,0,0,1,0,0,0,0,168.0,49,19.0,Under construction,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/gulberg_paf_falcon_complex_luxury_1-bed_apartment_cbd_gulberg_lahore_15_annual_rental_return-52963173-3102-1.html,33.0,2.7,2.0,544.0,1.0,1.0,1.0,49632.35294117647,1,1,1,1,1,1,1,1,1,1,181.0,49,23.0,Under construction,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/lahore_gulberg_furnished_1_bed_apartment_gulberg_48-month_installment_booking_20-53355602-7-1.html,22.0,1.6,2.0,544.0,0.0,1.0,0.0,29411.76470588236,1,1,1,1,1,1,1,1,1,1,161.0,39,22.0,Under construction,31.5119955,74.3430178
Gulberg,2.0,1.0,https://www.zameen.com/Property/cbd_punjab_pcbdda_zameen_arx_premium_studio_apartment_cbd_15_rental_guarantee_5-year_payment_plan-52883620-22032-1.html,8.0,2.89,2.0,544.0,1.0,1.0,1.0,53125.0,1,1,1,1,1,1,1,1,1,1,163.0,49,3.0,Under construction,31.5119955,74.3430178
Gulberg,3.0,1.0,https://www.zameen.com/Property/gulberg_mm_alam_road_studio_apartment_luxury_bed_company_fitted_bath_ideal_location_mm_alam_road-53817376-3850-1.html,8.0,1.9,2.2,598.4000000000001,1.0,1.0,1.0,31751.33689839572,0,0,0,0,0,0,0,0,0,0,9.0,0,3.0,Undefined,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/mm_alam_road_swiss_mall_gulberg_call_now_for_12_per_annum_guaranteed_cash_back-52985743-19464-1.html,8.0,1.43,1.0,272.0,0.0,1.0,0.0,52573.52941176471,1,1,1,1,1,1,1,1,1,1,168.0,49,3.0,Under construction,31.5119955,74.3430178
Gulberg,1.0,2.0,https://www.zameen.com/Property/gulberg_indigo_boutique_apartments_affordable_1-bed_apartment_for_sale_ideal_for_comfortable_living-53293673-12837-1.html,5.0,1.6,2.4,652.8,0.0,1.0,0.0,24509.80392156863,1,1,1,1,1,1,1,1,1,1,170.0,49,3.0,Relatively New,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/main_boulevard_gulberg_cbd_punjab_pcbdda_zameen_arx_tallest_building_in_cbd_gulberg_corporate_office_service_apartment_penthouse_available_with_infinity_pool_on_30th_floor-53153675-21580-1.html,8.0,2.95,2.0,544.0,0.0,1.0,0.0,54227.94117647059,1,1,1,1,1,1,1,1,1,1,158.0,49,3.0,Under construction,31.5119955,74.3430178
Gulberg,2.0,1.0,https://www.zameen.com/Property/lahore_gulberg_1-bed_furnished_apartment_in_gulberg_main_mm_alam_road-52746377-7-1.html,11.0,2.61,2.6,707.2,0.0,1.0,1.0,36906.10859728506,1,1,1,1,0,1,1,0,0,0,170.0,49,5.0,New Property,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/gulberg_zahoor_elahi_road_1_bed_fully_furnished_apartment_available_for_sale_near_canal_road_gulberg-53342447-3851-1.html,5.0,2.4,3.1,843.2,0.0,1.0,0.0,28462.99810246679,0,1,1,0,0,0,0,0,0,0,59.0,26,4.0,Moderately Old,31.5119955,74.3430178
Gulberg,2.0,3.0,https://www.zameen.com/Property/gulberg_gulberg_3_residential_apartment_available_at_main_mm_alam_road-53726520-3824-1.html,7.0,5.6,7.1,1931.2,1.0,1.0,0.0,28997.514498757253,1,1,1,1,1,1,1,1,1,1,178.0,47,3.0,New Property,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/gulberg_gulberg_3_guaranteed_monthly_income_main_mm_alam_road_10th_floor_lda_approved_flat-53733172-3824-1.html,19.0,0.618,0.4,108.8,0.0,1.0,0.0,56801.47058823529,1,1,1,1,1,1,1,1,1,0,181.0,49,3.0,Under construction,31.5119955,74.3430178
Gulberg,2.0,1.0,https://www.zameen.com/Property/gulberg_gulberg_3_your_search_ends_right_here_with_the_beautiful_flat_in_gulberg_3_at_affordable_price_of_pkr_rs_15000000-53905632-3824-1.html,8.0,1.5,1.8,489.6,0.0,1.0,0.0,30637.254901960783,1,1,1,1,1,1,1,1,1,1,179.0,49,3.0,New Property,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/gulberg_paf_falcon_complex_luxury_residential_apartments_in_punjab_tallest_building_zameen_arx-52083593-3102-1.html,8.0,3.88,2.5,680.0,0.0,2.0,0.0,57058.82352941176,1,1,1,1,1,1,1,1,1,0,165.0,39,3.0,Undefined,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/gulberg_gulberg_3_cbd_lahore_residential_15_percent_guaranteed_rental_urgent_investor_deal-53395824-3824-1.html,8.0,0.6,1.1,299.20000000000005,0.0,1.0,1.0,20053.47593582888,1,1,1,1,1,1,1,1,1,1,186.0,49,3.0,Under construction,31.5119955,74.3430178
Gulberg,2.0,2.0,https://www.zameen.com/Property/gulberg_main_boulevard_gulberg_2_bedroom_luxury_semi_furnished_apartment_at_main_boulevard_gulberg-53247180-3852-1.html,14.0,2.38,4.4,1196.8000000000002,0.0,1.0,0.0,19886.363636363632,1,1,1,1,1,1,1,1,1,1,185.0,49,7.0,New Property,31.5119955,74.3430178
Gulberg,2.0,2.0,https://www.zameen.com/Property/gulberg_main_boulevard_gulberg_1041_sq_ft_luxury_apartment_for_sale_at_main_boulevard_gulberg-53275381-3852-1.html,14.0,2.5,4.6,1251.1999999999998,2.0,2.0,2.0,19980.818414322253,1,1,1,1,0,0,0,0,0,0,185.0,49,7.0,New Property,31.5119955,74.3430178
Gulberg,1.0,1.0,https://www.zameen.com/Property/gulberg_mm_alam_road_luxurious_1-bed_apartment_for_sale_on_mm_alam_road_gulberg_lahore-53712141-3850-1.html,18.0,1.33,1.8,489.6,0.0,1.0,0.0,27165.03267973856,0,0,1,0,0,0,0,0,0,0,78.0,47,3.0,New Property,31.5119955,74.3430178
Gulberg,2.0,2.0,https://www.zameen.com/Property/gulberg_zafar_ali_road_2_bed_residential_apartment_-_opp_lahore_gymkhana_club-53238668-154-1.html,8.0,4.3,4.4,1196.8000000000002,1.0,1.0,1.0,35929.14438502673,1,1,1,1,1,1,1,1,0,1,175.0,49,3.0,New Property,31.5119955,74.3430178
Gulberg,3.0,4.0,https://www.zameen.com/Property/gulberg_main_boulevard_gulberg_hyde_park_luxury_apartment_3_beds_atched_bath-53393490-3852-1.html,8.0,4.2,8.1,2203.2,1.0,1.0,1.0,19063.18082788671,1,1,1,1,1,1,1,1,1,1,94.0,39,3.0,Old Property,31.5119955,74.3430178
Gulberg,2.0,3.0,https://www.zameen.com/Property/zafar_ali_road_zameen_quadrangle_near-possession_2-bed_apartment_for_sale_on_zafar_ali_road_opposite_gymkhana_club-53305444-17424-1.html,8.0,4.15,4.2,1142.4,0.0,1.0,0.0,36327.03081232493,1,1,1,0,1,0,0,0,0,0,116.0,49,3.0,New Property,31.5119955,74.3430178
Gulberg,2.0,2.0,https://www.zameen.com/Property/gulberg_main_boulevard_gulberg_sami_furnished_main_gulberg_apartment_available_for_sale_opposite_hafiz_center-53624218-3852-1.html,11.0,2.5,4.4,1196.8000000000002,1.0,1.0,1.0,20889.03743315508,1,1,1,1,1,1,1,1,1,1,169.0,49,3.0,Relatively New,31.5119955,74.3430178
Raiwind Road,1.0,1.0,https://www.zameen.com/Property/raiwind_road_lake_city_1_bed_fully_furnished_apartment_for_sale-53948993-1103-1.html,8.0,0.57,2.7,734.4000000000001,0.0,1.0,0.0,7761.4379084967295,1,1,1,1,1,1,1,1,1,1,169.0,49,3.0,Undefined,31.3625933,74.2337709
Raiwind Road,1.0,1.0,https://www.zameen.com/Property/al_kabir_town_al-kabir_town_-_phase_2_1_bed_luxury_apartment_for_sale_on_easy_installment_on_the_front_of_al_kabir_town_phase_2-51521465-11704-1.html,8.0,0.7,2.2,598.4000000000001,1.0,1.0,1.0,11697.860962566843,1,1,0,1,0,0,0,0,0,1,114.0,18,4.0,New Property,31.3625933,74.2337709
Raiwind Road,2.0,2.0,https://www.zameen.com/Property/raiwind_road_lake_city_2_bed_apartment_is_available_for_sale-49798488-1103-1.html,3.0,0.8,3.9,1060.8,0.0,1.0,0.0,7541.478129713424,1,1,1,1,1,1,1,1,1,1,181.0,49,1.0,New Property,31.3625933,74.2337709
Raiwind Road,2.0,2.0,https://www.zameen.com/Property/raiwind_road_lake_city_apartment_for_sale_is_available_in_lahore-52113248-1103-1.html,3.0,0.84,4.1,1115.1999999999998,5.0,2.0,0.0,7532.281205164994,1,1,1,1,1,1,1,1,1,1,175.0,49,2.0,New Property,31.3625933,74.2337709
Raiwind Road,2.0,2.0,https://www.zameen.com/Property/raiwind_road_lake_city_furnished_apartments_on_easy_installments_plan-52370708-1103-1.html,8.0,0.905,5.0,1360.0,0.0,1.0,0.0,6654.411764705882,1,1,1,1,1,1,1,0,1,1,126.0,39,3.0,New Property,31.3625933,74.2337709
Raiwind Road,2.0,2.0,https://www.zameen.com/Property/raiwind_road_lake_city_modern_luxury_apartment_with_lake_city_prime_views-53570365-1103-1.html,2.0,0.9,5.0,1360.0,0.0,1.0,0.0,6617.64705882353,0,0,0,0,0,0,0,0,0,0,160.0,49,2.0,New Property,31.3625933,74.2337709
Raiwind Road,2.0,2.0,https://www.zameen.com/Property/raiwind_road_icon_valley_phase_1_5_marla_furnished_town_house_2_bhk_for_sale_only_20_booking-53613573-8469-1.html,2.0,0.9009,4.0,1088.0,2.0,1.0,1.0,8280.33088235294,1,1,1,1,1,1,1,1,1,1,181.0,49,2.0,Under construction,31.3625933,74.2337709
Raiwind Road,1.0,1.0,https://www.zameen.com/Property/raiwind_road_lake_city_apartments_on_easy_installments_plan-53943797-1103-1.html,8.0,0.595,2.7,734.4000000000001,0.0,2.0,1.0,8101.851851851851,1,0,0,0,0,0,0,1,0,0,93.0,16,3.0,Undefined,31.3625933,74.2337709
Raiwind Road,2.0,2.0,https://www.zameen.com/Property/etihad_town_etihad_town_phase_1_townhouses_for_sale_in_just_99_lac-53816664-16882-1.html,3.0,0.99,4.4,1196.8000000000002,1.0,1.0,1.0,8272.05882352941,0,0,1,0,0,0,0,0,0,1,47.0,24,1.0,New Property,31.3625933,74.2337709
Raiwind Road,1.0,1.0,https://www.zameen.com/Property/raiwind_road_lake_city_1_bed_apartment_for_sale-53970073-1103-1.html,3.0,0.65,3.0,816.0,0.0,1.0,0.0,7965.686274509804,1,1,1,1,1,1,1,1,1,1,169.0,49,3.0,Relatively New,31.3625933,74.2337709
Raiwind Road,2.0,3.0,https://www.zameen.com/Property/raiwind_road_lake_city_book_fully_furnished_2_bed_apartment_with_just_30_down_payment-52587437-1103-1.html,8.0,0.75,4.4,1196.8000000000002,1.0,1.0,1.0,6266.711229946523,1,1,1,1,1,0,0,1,0,1,138.0,43,3.0,New Property,31.3625933,74.2337709
Raiwind Road,1.0,1.0,https://www.zameen.com/Property/al_kabir_town_al-kabir_town_-_downtown_own_a_modern_luxury_apartment_with_just_3_lac_booking_easy_30k_monthly_installments_limited_units_available-53890740-21978-1.html,19.0,0.3,1.9,516.8,2.0,1.0,1.0,5804.953560371518,1,1,1,1,1,1,1,1,1,1,181.0,49,11.0,New Property,31.3625933,74.2337709
Raiwind Road,2.0,2.0,https://www.zameen.com/Property/raiwind_road_lake_city_apartments_near_lake_city_lahroe-52370469-1103-1.html,8.0,0.945,5.0,1360.0,1.0,2.0,2.0,6948.529411764706,1,1,1,1,1,1,1,1,1,1,139.0,39,3.0,New Property,31.3625933,74.2337709
Raiwind Road,2.0,2.0,https://www.zameen.com/Property/raiwind_road_spanish_homes_by_icon_5_marla_townhouses_on_main_raiwind_road_near_ring_road_interchange-52455671-21393-1.html,8.0,0.975,4.1,1115.1999999999998,1.0,1.0,1.0,8742.826398852225,1,1,1,1,1,1,1,1,1,1,149.0,49,3.0,New Property,31.3625933,74.2337709
Raiwind Road,2.0,2.0,https://www.zameen.com/Property/lahore_raiwind_road_modern_townhouse_for_sale_on_raiwind_road-53407138-128-1.html,8.0,0.9,4.0,1088.0,0.0,1.0,0.0,8272.058823529413,1,1,1,1,0,0,0,0,0,0,109.0,24,3.0,Undefined,31.3625933,74.2337709
Raiwind Road,1.0,1.0,https://www.zameen.com/Property/al_kabir_town_al-kabir_town_-_phase_2_spacious_flat_is_available_for_sale_in_ideal_location_of_al-kabir_town_-_phase_2-53796758-11704-1.html,8.0,0.325,1.1,299.20000000000005,0.0,1.0,0.0,10862.29946524064,1,1,1,1,1,1,1,0,1,1,121.0,39,3.0,New Property,31.3625933,74.2337709
Raiwind Road,1.0,1.0,https://www.zameen.com/Property/al_kabir_town_al-kabir_town_-_downtown_one_bed_luxury_apartment_available_for_sale_on_3_5_years_payment_plan_in_skyline_boulevard_al_kabir_downtown-53723549-21978-1.html,8.0,0.6465000000000001,1.9,516.8,0.0,1.0,1.0,12509.67492260062,0,0,1,0,0,0,0,0,0,0,121.0,18,3.0,Undefined,31.3625933,74.2337709
Raiwind Road,2.0,2.0,https://www.zameen.com/Property/raiwind_road_etihad_town_luxurious_2-bed_1st_floor_townhouse_apartment_for_sale_on_2_years_easy_instalment_plan-52639688-11895-1.html,3.0,1.21,4.2,1142.4,1.0,1.0,1.0,10591.736694677871,1,1,1,1,1,1,1,1,1,1,176.0,49,3.0,New Property,31.3625933,74.2337709
Raiwind Road,1.0,1.0,https://www.zameen.com/Property/al_kabir_town_al-kabir_town_-_phase_2_1_7_marla_376sq_ft_1_bed_flat_for_raiwind_road_alkabir_town_phase_2_prime_mall-53641266-11704-1.html,8.0,0.564,2.1,571.2,1.0,1.0,1.0,9873.949579831931,1,1,1,1,1,1,0,0,0,1,74.0,16,3.0,Old Property,31.3625933,74.2337709
Raiwind Road,1.0,1.0,https://www.zameen.com/Property/etihad_town_etihad_town_phase_1_1_bed_apartment_600_scft_for_sale_ready_to_move_hot_location-53972480-16882-1.html,7.0,1.0,2.7,734.4000000000001,0.0,1.0,0.0,13616.55773420479,1,0,0,0,0,0,0,0,0,0,54.0,16,5.0,New Property,31.3625933,74.2337709
Raiwind Road,2.0,2.0,https://www.zameen.com/Property/etihad_town_etihad_town_phase_1_1000_sq_ft_covered_area_is_available_for_sale_on_3_years_installment_plan_in_etihad_town_phase_1_lahore-53969996-16882-1.html,3.0,1.1,5.0,1360.0,0.0,1.0,0.0,8088.235294117647,1,0,0,0,0,0,0,0,0,0,106.0,22,3.0,Under construction,31.3625933,74.2337709
Raiwind Road,2.0,2.0,https://www.zameen.com/Property/raiwind_road_lake_city_02_bed_furnished_spanish_style_town_house_available_on_installments_for_sale-52196721-1103-1.html,2.0,0.85,4.4,1196.8000000000002,0.0,1.0,0.0,7102.272727272726,1,1,1,1,1,1,1,1,1,1,174.0,49,2.0,New Property,31.3625933,74.2337709
Raiwind Road,2.0,2.0,https://www.zameen.com/Property/raiwind_road_icon_valley_phase_1_fully_furnished_two_bed_apartment_available_for_sale_in_i_con_valley_phase_one_near_bahria_orchard-53691058-8469-1.html,8.0,0.9,4.4,1196.8000000000002,0.0,1.0,0.0,7520.053475935828,1,1,1,1,1,1,1,1,1,1,173.0,49,3.0,New Property,31.3625933,74.2337709
Raiwind Road,2.0,2.0,https://www.zameen.com/Property/raiwind_road_icon_valley_phase_2_flat_available_in_icon_valley_phase_2-53779359-12610-1.html,8.0,0.93,3.0,816.0,1.0,1.0,1.0,11397.058823529413,1,1,1,1,1,1,1,1,0,0,144.0,39,3.0,New Property,31.3625933,74.2337709
Raiwind Road,2.0,2.0,https://www.zameen.com/Property/raiwind_road_icon_valley_phase_2_unoccupied_flat_of_925_square_feet_is_available_for_sale_in_icon_valley_phase_2-53346492-12610-1.html,4.0,0.98,4.1,1115.1999999999998,0.0,1.0,0.0,8787.661406025827,1,1,1,1,1,1,1,1,1,1,181.0,49,4.0,Relatively New,31.3625933,74.2337709
Raiwind Road,2.0,2.0,https://www.zameen.com/Property/raiwind_road_icon_valley_phase_1_5_marla_2_bedrooms_apartment_on_1st_floor_for_sale_in_icon_valley_phase_1_raiwind_road_lahore-53424881-8469-1.html,2.0,0.7,5.0,1360.0,0.0,1.0,0.0,5147.058823529412,1,1,1,1,1,1,1,1,1,1,181.0,49,3.0,New Property,31.3625933,74.2337709
Raiwind Road,2.0,2.0,https://www.zameen.com/Property/raiwind_road_lake_city_2_bed_apartment_ready_for_possession_adjacent_to_lake_city-52933116-1103-1.html,3.0,0.95,4.1,1115.1999999999998,0.0,1.0,0.0,8518.65136298422,1,1,1,1,1,1,1,1,1,0,156.0,39,1.0,Undefined,31.3625933,74.2337709
Raiwind Road,2.0,2.0,https://www.zameen.com/Property/raiwind_road_lake_city_2_bed_furnished_apartment_for_sale_on_installment-52014788-1103-1.html,8.0,0.69,4.4,1196.8000000000002,0.0,1.0,0.0,5765.374331550801,1,1,1,1,1,1,1,1,1,1,176.0,49,2.0,New Property,31.3625933,74.2337709
Raiwind Road,0.0,1.0,https://www.zameen.com/Property/al_kabir_town_al-kabir_town_-_phase_2_260_square_feet_studio_apartment_for_sale_in_prime_mall_al_kabir_town_phase_2_lahore_easy_installments_high_roi_investment-53959295-11704-1.html,8.0,0.39,1.2,326.4,0.0,1.0,0.0,11948.529411764706,1,1,1,0,0,0,0,0,0,0,120.0,24,3.0,New Property,31.3625933,74.2337709
Raiwind Road,1.0,1.0,https://www.zameen.com/Property/etihad_town_etihad_town_phase_1_1_bed_corner_apartment_for_sale_in_etihad_town_phase_1_already_rented_best_investment_opportunity-53970117-16882-1.html,2.0,0.8,2.3,625.5999999999999,0.0,1.0,0.0,12787.723785166245,1,1,1,1,1,1,1,1,1,1,150.0,39,3.0,New Property,31.3625933,74.2337709
Raiwind Road,1.0,1.0,https://www.zameen.com/Property/raiwind_road_amanah_residential_towers_highly-coveted_538_square_feet_flat_is_available_in_amanah_residential_towers_for_sale-53965659-22312-1.html,8.0,0.7424,2.4,652.8,0.0,1.0,0.0,11372.549019607844,0,0,0,0,0,0,0,0,0,0,112.0,12,3.0,Undefined,31.3625933,74.2337709
Raiwind Road,2.0,2.0,https://www.zameen.com/Property/raiwind_road_icon_valley_phase_2_luxury_furnished_apartment_for_sale-53433125-12610-1.html,8.0,0.6225,3.0,816.0,0.0,1.0,0.0,7628.676470588236,0,0,0,0,0,0,0,0,0,0,14.0,0,3.0,Undefined,31.3625933,74.2337709
Raiwind Road,2.0,2.0,https://www.zameen.com/Property/lahore_raiwind_road_ready-to-move_1168_sqft_apartment_for_sale_j_heights_lahore-53965070-128-1.html,5.0,3.06,5.2,1414.4,0.0,1.0,0.0,21634.615384615383,0,0,0,0,0,0,0,0,0,0,66.0,25,3.0,New Property,31.3625933,74.2337709
Raiwind Road,1.0,1.0,https://www.zameen.com/Property/al_kabir_town_al-kabir_town_-_downtown_buying_a_flat_in_al-kabir_town_-_downtown-53950907-21978-1.html,8.0,0.4968,1.1,299.20000000000005,1.0,1.0,1.0,16604.278074866306,0,0,0,0,0,0,0,0,0,0,4.0,0,3.0,Undefined,31.3625933,74.2337709
Raiwind Road,1.0,1.0,https://www.zameen.com/Property/al_kabir_town_al-kabir_town_-_downtown_1_bed_apartment_for_sale_on_easy_installments_al_kabir_downtown_raiwind_road_lahore-53750367-21978-1.html,19.0,0.4,2.5,680.0,0.0,1.0,1.0,5882.35294117647,1,1,1,1,1,1,1,1,1,1,181.0,49,12.0,New Property,31.3625933,74.2337709
Raiwind Road,1.0,1.0,https://www.zameen.com/Property/al_kabir_town_al-kabir_town_-_phase_2_300_square_feet_flat_in_stunning_al-kabir_town_-_phase_2_is_available_for_sale-53903852-11704-1.html,3.0,0.4,1.3,353.6,1.0,1.0,1.0,11312.217194570136,1,1,0,0,1,1,0,0,0,1,48.0,22,1.0,New Property,31.3625933,74.2337709
Raiwind Road,2.0,2.0,https://www.zameen.com/Property/lahore_raiwind_road_2_bedroom_luxury_apartment_lda_avenue_1_-_uk_based_developer_riseonics-48340939-128-1.html,6.0,1.52,4.1,1115.1999999999998,0.0,1.0,0.0,13629.84218077475,0,0,0,0,0,0,0,0,0,0,58.0,23,3.0,New Property,31.3625933,74.2337709
Raiwind Road,1.0,1.0,https://www.zameen.com/Property/lahore_raiwind_road_luxury_apartment_on_easy_installments_just_15_booking_prime_location-52944250-128-1.html,8.0,0.9522,3.1,843.2,0.0,1.0,0.0,11292.6944971537,1,1,1,1,1,1,1,1,1,1,149.0,49,3.0,New Property,31.3625933,74.2337709
Raiwind Road,1.0,1.0,https://www.zameen.com/Property/al_kabir_town_al-kabir_town_-_phase_2_beautiful_apartments_are_available_for_sale_on_main_raiwind_road_opposite_lake_city_on_easy_installments-53769007-11704-1.html,8.0,0.85,2.2,598.4000000000001,2.0,1.0,2.0,14204.545454545452,0,0,0,0,0,0,0,0,0,0,4.0,0,3.0,Undefined,31.3625933,74.2337709
Raiwind Road,2.0,2.0,https://www.zameen.com/Property/raiwind_road_lake_city_2_bed_apartment_for_sale_on_installment-52017880-1103-1.html,8.0,0.945,4.1,1115.1999999999998,1.0,1.0,1.0,8473.816355810619,1,1,1,1,1,1,1,1,1,0,129.0,47,3.0,Undefined,31.3625933,74.2337709
Raiwind Road,2.0,2.0,https://www.zameen.com/Property/raiwind_road_lake_city_book_your_fully_furnished_apartment_on_25-53259556-1103-1.html,3.0,0.95,4.1,1115.1999999999998,0.0,1.0,0.0,8518.65136298422,1,1,1,1,1,1,1,1,1,0,163.0,49,1.0,Undefined,31.3625933,74.2337709
Raiwind Road,2.0,2.0,https://www.zameen.com/Property/raiwind_road_lake_city_fully_furnished_2_bedroom_luxury_townhouse_-_booking_with_10_lac_only-53391657-1103-1.html,8.0,0.8569,4.0,1088.0,0.0,1.0,0.0,7875.919117647059,1,1,1,1,1,1,1,1,1,1,139.0,49,3.0,New Property,31.3625933,74.2337709
Raiwind Road,2.0,2.0,https://www.zameen.com/Property/raiwind_road_spanish_homes_by_icon_flat_for_sale_in_spanish_homes_by_icon-52592505-21393-1.html,8.0,0.975,4.1,1115.1999999999998,0.0,1.0,0.0,8742.826398852225,1,1,1,1,1,1,1,1,1,1,157.0,49,3.0,New Property,31.3625933,74.2337709
Raiwind Road,2.0,2.0,https://www.zameen.com/Property/lahore_raiwind_road_spanish_homes_-_free_furnishing_-_free_ups_-_free_cctv_limited_unit-52612113-128-1.html,8.0,0.52,4.1,1115.1999999999998,0.0,1.0,0.0,4662.84074605452,1,1,1,1,1,1,1,1,1,1,181.0,49,3.0,New Property,31.3625933,74.2337709
Raiwind Road,2.0,2.0,https://www.zameen.com/Property/raiwind_road_lake_city_spanish_homes_-_2_bedroom_free_fully_furnished_luxury_apartments-52612566-1103-1.html,8.0,1.15,4.1,1115.1999999999998,0.0,1.0,1.0,10312.051649928266,1,1,1,1,1,1,1,1,1,1,153.0,49,3.0,New Property,31.3625933,74.2337709
Raiwind Road,2.0,1.0,https://www.zameen.com/Property/raiwind_road_amanah_residential_towers_hotel_luxury_apartment-53432961-22312-1.html,8.0,0.7666,2.3,625.5999999999999,0.0,1.0,1.0,12253.83631713555,1,1,1,1,1,1,1,1,1,1,144.0,49,3.0,New Property,31.3625933,74.2337709
Raiwind Road,1.0,2.0,https://www.zameen.com/Property/etihad_town_union_luxury_apartments_union_luxury_apartment_1_bed_apartment_where_luxury_meets_location_at_etihad_town_raiwind_road-53950346-20833-1.html,8.0,0.75,2.8,761.5999999999999,0.0,1.0,1.0,9847.689075630253,0,0,0,0,0,0,0,0,0,0,127.0,31,3.0,New Property,31.3625933,74.2337709
Raiwind Road,2.0,2.0,https://www.zameen.com/Property/raiwind_road_lake_city_2_bed_furnished_apartment_for_sale_on_installment-45047279-1103-1.html,6.0,1.28,3.4,924.8,0.0,1.0,1.0,13840.83044982699,1,1,1,1,1,1,1,1,1,1,176.0,49,3.0,New Property,31.3625933,74.2337709
Raiwind Road,1.0,1.0,https://www.zameen.com/Property/lahore_raiwind_road_ready_to_move_1-bed_apartment_for_sale-53878095-128-1.html,8.0,0.745,2.4,652.8,0.0,2.0,0.0,11412.377450980392,1,1,1,1,0,0,0,0,0,1,115.0,49,3.0,New Property,31.3625933,74.2337709
