bedrooms,baths,price,area_sqft,kitchens,store_rooms,drawing_room,dining_room,lounge_or_sitting_room,laundry_room,study_room,prayer_room,powder_room,gym,steam_room,other_rooms,luxury_score,furnishing_score,floors,agePossession,property_type,has_servant_room
7.0,6.0,9.25,5445.02,2.0,1.0,1,1,1,1,1,1,1,1,1,0,54.0,25,2.0,New Property,1,1
3.0,4.0,1.85,1089.004,2.0,1.0,1,1,1,1,1,1,1,1,1,0,45.0,13,2.0,New Property,1,1
5.0,6.0,4.0,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,0,49.0,23,2.0,Under construction,1,1
5.0,6.0,3.1,2178.008,2.0,1.0,1,1,1,1,1,1,1,1,1,0,46.0,13,2.0,New Property,1,1
3.0,4.0,1.3,816.7529999999999,2.0,1.0,1,1,1,1,1,1,1,1,1,0,50.0,23,2.0,New Property,1,1
3.0,4.0,1.4,1089.004,2.0,1.0,1,1,1,1,1,1,1,1,1,0,50.0,13,2.0,New Property,1,1
5.0,6.0,2.3,1633.506,2.0,1.0,1,1,0,0,1,0,0,0,0,0,11.0,12,2.0,New Property,1,0
5.0,6.0,2.25,1361.255,2.0,1.0,1,1,0,0,1,0,1,0,0,0,9.0,9,2.0,Undefined,1,0
5.0,6.0,3.4,2722.51,1.0,1.0,1,1,0,0,0,0,0,0,0,0,38.0,6,2.0,New Property,1,0
2.0,3.0,0.79,816.7529999999999,1.0,1.0,0,1,1,1,0,0,0,0,0,0,36.0,13,2.0,Relatively New,1,1
5.0,7.0,4.9,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,51.0,23,2.0,New Property,1,1
3.0,3.0,1.15,816.7529999999999,2.0,1.0,0,1,1,1,0,0,0,0,0,0,26.0,5,2.0,New Property,1,0
4.0,5.0,1.65,1361.255,1.0,1.0,1,1,1,0,0,0,0,0,0,0,31.0,22,2.0,Undefined,1,0
4.0,5.0,1.6,1089.004,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2.0,Undefined,1,0
6.0,6.0,4.0,2722.51,2.0,1.0,1,1,1,0,1,1,1,1,1,0,53.0,25,2.0,New Property,1,1
6.0,6.0,8.25,5445.02,2.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,2.0,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,0,54.0,23,2.0,New Property,1,1
6.0,4.0,2.7,1633.506,1.0,1.0,1,0,1,0,0,0,0,0,0,0,7.0,0,2.0,Undefined,1,0
3.0,3.0,1.3,816.7529999999999,2.0,1.0,0,0,0,0,0,0,0,0,0,0,4.0,0,2.0,Undefined,1,0
3.0,4.0,2.85,1633.506,1.0,1.0,1,1,1,1,1,1,1,1,1,1,62.0,25,2.0,New Property,1,1
3.0,5.0,1.8,1089.004,2.0,1.0,0,0,0,0,0,0,0,0,0,0,4.0,0,2.0,Undefined,1,0
5.0,6.0,4.95,2722.51,2.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
3.0,4.0,1.35,816.7529999999999,2.0,1.0,1,1,1,1,1,1,1,0,0,1,58.0,25,2.0,New Property,1,1
5.0,6.0,2.25,1361.255,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2.0,Undefined,1,0
5.0,6.0,4.25,2722.51,2.0,1.0,1,1,0,0,0,0,1,0,0,0,34.0,0,2.0,Undefined,1,1
5.0,5.0,8.25,5445.02,2.0,1.0,1,1,0,0,0,0,1,0,0,0,30.0,0,2.0,Undefined,1,1
3.0,2.0,1.3,1361.255,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2.0,Undefined,1,0
5.0,6.0,1.85,1361.255,1.0,1.0,1,1,1,1,1,1,1,1,1,1,61.0,25,2.0,New Property,1,0
3.0,4.0,1.3,816.7529999999999,3.0,2.0,1,1,1,1,1,1,1,1,1,1,62.0,15,2.0,New Property,1,1
5.0,6.0,2.2,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,51.0,11,2.0,New Property,1,0
3.0,4.0,1.58,1089.004,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
6.0,6.0,2.65,1633.506,1.0,1.0,1,1,1,1,1,1,1,1,1,1,60.0,25,2.0,Relatively New,1,1
4.0,5.0,1.75,1089.004,2.0,1.0,1,1,1,1,0,0,0,1,0,1,26.0,15,2.0,Moderately Old,1,0
5.0,6.0,1.95,1361.255,2.0,1.0,0,0,0,0,0,0,0,0,0,0,44.0,9,2.0,Undefined,1,0
3.0,4.0,1.2,816.7529999999999,2.0,1.0,1,1,1,1,1,1,1,1,1,0,54.0,23,2.0,New Property,1,1
5.0,4.0,2.5,1633.506,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2.0,Undefined,1,0
5.0,6.0,1.98,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,0,61.0,25,2.0,New Property,1,1
5.0,6.0,4.75,2722.51,2.0,1.0,0,0,0,0,0,0,0,0,0,0,4.0,0,2.0,Undefined,1,0
3.0,4.0,1.75,1089.004,2.0,1.0,1,1,0,0,1,0,0,0,0,0,50.0,12,2.0,New Property,1,0
5.0,6.0,2.1,1361.255,2.0,1.0,1,1,1,0,1,0,1,0,0,0,32.0,5,2.0,New Property,1,0
6.0,6.0,4.25,2722.51,1.0,1.0,1,1,1,1,0,1,1,0,1,1,52.0,25,2.0,Relatively New,1,1
5.0,6.0,2.45,1361.255,1.0,1.0,1,1,1,1,1,1,1,1,1,1,60.0,25,2.0,Relatively New,1,1
5.0,6.0,2.6,1633.506,2.0,1.0,0,0,0,0,0,0,0,0,0,0,17.0,0,2.0,Undefined,1,0
3.0,4.0,1.75,1089.004,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2.0,Undefined,1,0
5.0,6.0,2.15,1361.255,2.0,1.0,1,1,1,1,0,0,0,1,0,1,26.0,15,2.0,Moderately Old,1,0
4.0,5.0,1.85,1361.255,2.0,1.0,1,1,0,0,1,1,0,0,0,1,62.0,15,2.0,New Property,1,1
6.0,6.0,4.5,2722.51,2.0,1.0,1,1,1,0,0,0,1,0,0,0,38.0,15,2.0,New Property,1,0
5.0,7.0,5.4,2722.51,2.0,1.0,1,1,1,1,1,1,1,0,0,1,55.0,15,2.0,New Property,1,0
4.0,6.0,2.85,1633.506,2.0,1.0,1,1,1,0,1,1,1,0,0,1,47.0,11,2.0,New Property,1,0
5.0,6.0,2.15,1361.255,2.0,1.0,1,1,1,0,1,0,0,0,0,0,26.0,5,2.0,New Property,1,0
5.0,6.0,2.2,1361.255,3.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,0
5.0,6.0,2.2,1361.255,2.0,1.0,1,1,0,0,1,0,0,0,0,0,17.0,6,2.0,New Property,1,0
4.0,5.0,2.45,1361.255,2.0,1.0,1,1,1,1,1,0,1,1,0,1,31.0,8,2.0,New Property,1,0
3.0,4.0,1.15,816.7529999999999,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,Relatively New,1,0
3.0,4.0,1.2,816.7529999999999,1.0,1.0,1,1,1,0,1,1,1,1,0,0,51.0,15,2.0,New Property,1,1
5.0,5.0,4.0,2178.008,2.0,1.0,1,1,1,1,1,1,1,1,1,1,63.0,25,2.0,Undefined,1,0
3.0,3.0,1.35,816.7529999999999,2.0,1.0,1,1,0,0,1,0,0,0,0,0,0.0,0,2.0,Undefined,1,0
4.0,4.0,2.6,1361.255,2.0,1.0,1,1,0,0,0,0,0,0,0,0,4.0,10,2.0,Undefined,1,0
5.0,6.0,2.2,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,52.0,21,2.0,New Property,1,1
6.0,7.0,2.95,1633.506,2.0,1.0,1,1,1,1,1,1,1,1,1,1,52.0,21,2.5,New Property,1,1
6.0,7.0,2.88,1633.506,3.0,1.0,1,1,1,1,1,1,1,1,1,1,56.0,11,3.0,New Property,1,0
4.0,5.0,2.57,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,60.0,25,2.0,New Property,1,0
6.0,6.0,8.25,5445.02,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
6.0,7.0,2.73,1633.506,2.0,1.0,1,1,1,1,1,1,1,1,1,1,55.0,25,3.0,New Property,1,1
3.0,4.0,1.42,816.7529999999999,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,3.0,New Property,1,1
6.0,7.0,4.45,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,58.0,25,2.0,New Property,1,1
3.0,5.0,1.78,1089.004,2.0,1.0,1,1,1,1,1,1,1,1,1,1,54.0,21,2.0,New Property,1,1
3.0,5.0,1.78,1089.004,2.0,1.0,1,1,1,1,1,1,1,1,1,1,56.0,15,2.0,New Property,1,1
3.0,4.0,1.2,816.7529999999999,2.0,1.0,1,1,1,1,1,1,1,1,1,1,50.0,11,2.0,New Property,1,1
5.0,6.0,4.2,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,51.0,11,2.0,New Property,1,1
3.0,4.0,1.85,1089.004,2.0,1.0,1,1,1,1,1,1,1,1,1,0,50.0,23,2.0,New Property,1,1
3.0,5.0,1.25,816.7529999999999,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2.0,Undefined,1,0
4.0,4.0,1.85,1089.004,2.0,1.0,1,1,0,0,0,0,0,0,0,0,57.0,15,2.0,New Property,1,1
5.0,5.0,2.3,1361.255,2.0,1.0,1,1,0,0,0,0,0,0,0,0,57.0,15,2.0,New Property,1,1
3.0,4.0,1.75,1089.004,2.0,1.0,1,1,1,1,0,0,1,0,0,0,4.0,0,2.0,Undefined,1,0
5.0,5.0,5.5,5445.02,2.0,1.0,1,1,0,0,0,0,0,0,0,0,4.0,0,2.0,Undefined,1,0
4.0,4.0,2.7,1633.506,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,5.0,2.6,1633.506,2.0,4.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,6.0,5.25,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,54.0,10,2.0,Undefined,1,1
5.0,5.0,2.4,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,0,49.0,23,2.0,New Property,1,1
3.0,3.0,1.25,816.7529999999999,2.0,1.0,1,1,1,1,0,0,1,0,0,0,38.0,17,2.0,New Property,1,1
7.0,6.0,4.75,2722.51,3.0,1.0,1,1,0,0,0,0,1,0,0,0,42.0,7,2.0,Undefined,1,1
4.0,5.0,4.75,2722.51,2.0,2.0,1,1,1,1,1,1,1,1,1,1,50.0,25,2.0,New Property,1,1
5.0,6.0,3.85,2722.51,2.0,2.0,1,1,1,1,1,1,1,1,1,1,54.0,25,2.0,Undefined,1,0
2.0,2.0,1.6,1361.255,1.0,1.0,1,1,1,1,1,1,1,0,1,1,51.0,14,2.0,Relatively New,1,1
5.0,5.0,2.75,1633.506,2.0,1.0,1,1,1,0,0,0,0,0,0,0,33.0,6,2.0,New Property,1,0
4.0,4.0,2.4,1361.255,2.0,1.0,1,1,0,0,0,0,0,0,0,0,4.0,0,2.0,Undefined,1,0
5.0,5.0,2.3,1633.506,2.0,1.0,1,1,0,0,0,0,0,0,0,0,4.0,0,2.0,Undefined,1,0
4.0,4.0,2.4,1361.255,2.0,1.0,1,1,0,0,0,0,0,0,0,0,4.0,0,2.0,Undefined,1,0
4.0,4.0,1.75,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,0,63.0,15,2.0,New Property,1,1
5.0,5.0,2.4,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,0,49.0,13,2.0,Undefined,1,0
5.0,5.0,4.9,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,60.0,25,2.0,New Property,1,0
5.0,5.0,3.4,1905.757,2.0,1.0,1,1,0,0,0,0,0,0,0,0,7.0,0,2.0,New Property,1,0
5.0,5.0,2.9,1905.757,2.0,1.0,1,1,1,1,1,1,1,1,1,1,51.0,25,2.0,Undefined,1,0
4.0,4.0,1.8,1089.004,2.0,1.0,1,1,0,0,0,0,0,0,0,0,0.0,0,2.0,Undefined,1,0
3.0,4.0,1.05,816.7529999999999,1.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,Undefined,1,1
3.0,3.0,1.2,816.7529999999999,2.0,1.0,1,1,1,1,1,1,1,1,0,0,58.0,25,2.0,Undefined,1,0
3.0,3.0,1.25,816.7529999999999,2.0,1.0,1,1,0,0,0,0,0,0,0,0,4.0,0,2.0,Undefined,1,0
3.0,3.0,1.25,816.7529999999999,2.0,1.0,1,1,1,1,1,1,1,1,1,1,19.0,1,2.0,Undefined,1,1
5.0,7.0,2.2,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,50.0,11,2.0,New Property,1,1
5.0,7.0,2.2,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,54.0,11,2.0,New Property,1,1
5.0,6.0,2.25,1361.255,2.0,1.0,1,1,1,1,0,0,0,0,0,0,32.0,1,2.0,Undefined,1,0
3.0,4.0,1.05,816.7529999999999,1.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,Undefined,1,1
4.0,5.0,1.55,1361.255,2.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,Relatively New,1,1
5.0,6.0,2.2,1361.255,1.0,2.0,1,1,1,1,1,1,1,1,1,1,62.0,13,2.0,New Property,1,1
4.0,4.0,1.35,1089.004,2.0,1.0,0,0,0,0,0,0,0,0,0,1,54.0,25,2.0,New Property,1,1
3.0,4.0,1.55,1089.004,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
3.0,5.0,1.45,1089.004,2.0,1.0,1,1,1,1,1,1,1,1,1,1,57.0,15,2.0,Moderately Old,1,0
4.0,6.0,3.5,2178.008,2.0,1.0,1,1,1,0,0,0,1,0,0,0,39.0,7,2.0,Undefined,1,1
4.0,5.0,1.96,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
2.0,2.0,0.99,816.7529999999999,1.0,1.0,1,1,0,0,0,0,0,0,0,0,52.0,15,2.0,New Property,1,0
4.0,5.0,2.4,1633.506,1.0,1.0,1,1,1,1,0,0,1,0,0,1,54.0,25,2.0,New Property,1,1
4.0,5.0,2.25,1633.506,2.0,1.0,1,1,0,0,1,1,0,0,0,0,43.0,10,2.0,Undefined,1,1
6.0,6.0,3.95,2178.008,2.0,1.0,1,1,1,1,1,1,1,0,1,1,45.0,15,2.0,Undefined,1,1
5.0,5.0,2.6,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,5.0,2.45,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,Relatively New,1,1
3.0,3.0,1.4,816.7529999999999,2.0,1.0,1,1,1,1,0,0,1,0,0,0,4.0,0,2.0,Undefined,1,0
3.0,3.0,1.4,816.7529999999999,2.0,1.0,1,1,1,1,1,1,1,1,1,1,64.0,14,2.0,New Property,1,0
3.0,3.0,1.55,1089.004,2.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
3.0,3.0,1.2,816.7529999999999,2.0,1.0,1,1,0,0,0,0,0,0,0,0,6.0,3,2.0,Undefined,1,0
3.0,3.0,1.15,816.7529999999999,2.0,1.0,1,1,0,0,0,0,0,0,0,0,4.0,0,2.0,Undefined,1,0
5.0,5.0,4.95,2722.51,2.0,1.0,1,1,0,0,0,0,0,0,0,0,0.0,0,2.0,Undefined,1,0
5.0,6.0,4.5,2722.51,3.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
2.0,3.0,1.6,1361.255,2.0,1.0,0,0,0,0,0,0,0,0,0,0,4.0,0,2.0,Undefined,1,0
5.0,6.0,2.4,1361.255,1.0,1.0,0,0,0,0,0,0,0,0,0,1,10.0,5,2.0,New Property,1,0
5.0,6.0,2.9,1905.757,1.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,0
3.0,4.0,1.35,816.7529999999999,2.0,1.0,0,0,0,0,0,0,0,0,0,0,4.0,0,2.0,Undefined,1,0
5.0,6.0,3.5,2722.51,2.0,1.0,1,0,1,0,0,0,0,0,0,0,39.0,16,2.0,Undefined,1,0
5.0,6.0,2.45,1361.255,2.0,1.0,0,0,0,0,0,0,0,0,0,0,4.0,0,2.0,Undefined,1,0
3.0,4.0,1.9,1089.004,1.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
3.0,4.0,1.35,816.7529999999999,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2.0,Undefined,1,0
2.0,4.0,1.15,816.7529999999999,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2.0,Undefined,1,0
5.0,6.0,1.98,1361.255,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2.0,Undefined,1,0
5.0,6.0,4.0,2722.51,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2.0,Undefined,1,0
2.0,4.0,1.35,816.7529999999999,2.0,1.0,0,0,0,0,0,0,0,0,0,0,4.0,0,2.0,Undefined,1,0
5.0,6.0,2.15,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,61.0,25,2.0,New Property,1,1
3.0,4.0,1.28,816.7529999999999,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,Undefined,1,1
3.0,4.0,1.6,1089.004,2.0,1.0,1,1,1,1,0,0,1,0,0,0,53.0,25,2.0,Relatively New,1,1
3.0,3.0,1.3,816.7529999999999,2.0,1.0,1,1,0,0,0,0,0,0,0,0,23.0,24,2.0,Undefined,1,0
3.0,4.0,1.25,816.7529999999999,2.0,1.0,0,0,0,0,0,0,0,0,0,0,4.0,0,2.0,Undefined,1,0
3.0,3.0,1.5,1361.255,2.0,1.0,0,0,0,0,0,0,0,0,0,0,4.0,0,2.0,Undefined,1,0
4.0,5.0,2.05,1497.3804999999998,2.0,1.0,0,0,1,1,0,0,1,0,0,0,25.0,14,2.0,New Property,1,0
3.0,4.0,1.91,1361.255,2.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,15,2.0,New Property,1,1
3.0,4.0,1.58,1089.004,2.0,1.0,1,1,1,1,1,1,1,1,1,1,52.0,11,2.0,New Property,1,0
5.0,6.0,4.75,2722.51,1.0,1.0,0,0,0,0,0,0,0,0,0,0,4.0,0,2.0,Undefined,1,0
3.0,4.0,1.27,816.7529999999999,2.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
3.0,5.0,1.75,1089.004,2.0,1.0,1,1,1,0,1,1,1,1,0,1,60.0,15,2.0,New Property,1,1
5.0,5.0,4.25,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
3.0,4.0,1.15,816.7529999999999,2.0,1.0,1,1,1,1,1,1,1,0,1,0,50.0,25,2.0,New Property,1,1
4.0,5.0,1.95,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
3.0,4.0,1.35,816.7529999999999,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,0
5.0,6.0,1.65,1361.255,2.0,1.0,1,1,1,0,1,1,1,0,0,1,66.0,25,2.0,New Property,1,0
4.0,4.0,1.75,1089.004,2.0,1.0,1,1,1,0,0,0,1,0,0,0,20.0,5,2.0,New Property,1,0
5.0,6.0,3.5,2314.1335,3.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
4.0,4.0,2.4,1361.255,2.0,1.0,1,1,1,0,0,0,0,0,0,0,4.0,2,2.0,Undefined,1,0
4.0,4.0,2.4,1361.255,2.0,1.0,1,1,0,0,0,0,0,0,0,1,28.0,0,2.0,Undefined,1,0
3.0,4.0,1.15,816.7529999999999,2.0,1.0,0,0,0,0,0,0,0,0,0,0,19.0,24,2.0,Relatively New,1,0
5.0,5.0,2.9,1633.506,2.0,1.0,1,1,0,0,0,0,0,0,0,0,0.0,0,2.0,Undefined,1,0
6.0,6.0,5.6,3539.263,2.0,1.0,1,1,0,0,0,1,1,0,0,0,30.0,0,2.0,Undefined,1,0
3.0,3.0,1.3,816.7529999999999,2.0,1.0,1,1,1,1,1,1,1,1,1,0,62.0,25,2.0,New Property,1,1
5.0,5.0,4.95,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,63.0,25,2.0,New Property,1,1
3.0,3.0,1.3,816.7529999999999,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,0
5.0,5.0,2.45,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,64.0,25,2.0,New Property,1,1
5.0,5.0,3.0,1633.506,2.0,1.0,1,1,1,1,1,1,1,1,1,0,63.0,15,2.0,New Property,1,1
5.0,6.0,1.9,1361.255,2.0,1.0,1,1,0,0,0,0,0,0,0,0,6.0,3,2.0,New Property,1,0
5.0,6.0,1.65,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,0,63.0,25,2.0,New Property,1,1
1.0,1.0,0.78,816.7529999999999,2.0,1.0,0,0,0,0,0,0,0,0,0,0,4.0,0,2.0,Undefined,1,0
3.0,4.0,0.9,816.7529999999999,2.0,1.0,1,1,0,1,1,1,1,0,1,1,43.0,12,2.0,New Property,1,1
5.0,6.0,3.5,2722.51,2.0,1.0,1,1,1,1,0,0,1,0,0,0,0.0,0,2.0,Undefined,1,0
3.0,4.0,1.35,816.7529999999999,2.0,1.0,1,1,1,0,0,0,0,0,0,1,35.0,3,2.0,New Property,1,0
3.0,4.0,1.35,816.7529999999999,2.0,1.0,1,1,1,1,1,1,1,1,1,1,62.0,25,2.0,New Property,1,1
5.0,6.0,2.1,1361.255,2.0,1.0,0,0,0,0,0,0,0,0,0,0,6.0,3,2.0,New Property,1,0
3.0,4.0,1.4,1089.004,2.0,1.0,1,1,1,1,1,1,1,1,1,1,58.0,25,2.0,New Property,1,1
5.0,5.0,2.9,1633.506,2.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,Relatively New,1,1
5.0,6.0,2.4,1361.255,2.0,1.0,1,1,0,0,0,0,1,0,0,0,27.0,0,2.0,Undefined,1,1
6.0,6.0,3.5,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,62.0,23,2.0,New Property,1,1
3.0,4.0,1.25,816.7529999999999,2.0,1.0,1,1,1,1,1,1,0,0,0,0,58.0,25,2.0,New Property,1,0
5.0,6.0,2.75,1633.506,3.0,1.0,1,1,1,1,1,1,1,0,0,0,54.0,15,2.0,New Property,1,1
3.0,4.0,1.35,816.7529999999999,3.0,1.0,1,1,1,1,1,1,0,0,1,0,23.0,5,3.0,Moderately Old,1,0
6.0,6.0,5.4,2722.51,2.0,1.0,0,0,0,0,0,0,0,0,0,0,4.0,0,2.0,Undefined,1,0
5.0,6.0,3.5,2722.51,2.0,1.0,1,1,1,1,0,0,1,0,0,0,46.0,14,2.0,New Property,1,1
3.0,5.0,1.1,816.7529999999999,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2.0,Undefined,1,0
4.0,5.0,2.45,1361.255,2.0,1.0,1,1,0,0,1,0,0,1,0,0,28.0,8,2.0,New Property,1,0
5.0,6.0,1.6,1361.255,2.0,1.0,1,1,1,1,1,1,1,0,1,0,66.0,15,2.0,New Property,1,1
3.0,4.0,0.875,952.8785,1.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,Moderately Old,1,1
5.0,5.0,1.6,1361.255,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2.0,New Property,1,0
5.0,6.0,2.1,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,0
5.0,7.0,4.2,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,0
5.0,5.0,2.1,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,58.0,8,2.0,New Property,1,1
5.0,7.0,4.2,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,62.0,25,2.0,New Property,1,0
2.0,3.0,1.42,1361.255,2.0,1.0,1,1,1,0,0,0,1,0,0,0,51.0,13,2.0,New Property,1,0
2.0,4.0,1.35,816.7529999999999,2.0,1.0,1,1,1,0,1,0,1,0,0,0,5.0,3,2.0,New Property,1,1
3.0,4.0,1.4,816.7529999999999,2.0,1.0,0,0,0,0,0,0,0,0,0,0,26.0,1,2.0,Undefined,1,0
5.0,6.0,1.9,1361.255,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
6.0,6.0,9.25,5445.02,3.0,1.0,1,1,1,1,1,1,1,1,1,0,57.0,15,2.0,Relatively New,1,0
4.0,4.0,1.6,1089.004,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2.0,Undefined,1,0
7.0,6.0,16.0,5445.02,2.0,1.0,1,1,1,1,1,1,1,1,0,1,49.0,6,2.0,New Property,1,0
6.0,7.0,24.0,5445.02,2.0,1.0,1,1,1,1,1,1,1,1,1,1,50.0,8,2.0,New Property,1,1
5.0,6.0,23.0,10890.04,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,Moderately Old,1,1
5.0,6.0,10.5,5445.02,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,0
6.0,7.0,11.5,5445.02,2.0,2.0,1,1,1,1,1,1,1,1,1,1,66.0,15,2.0,Moderately Old,1,1
5.0,5.0,16.0,5445.02,1.0,1.0,1,1,0,0,0,0,0,0,0,0,7.0,2,2.0,Moderately Old,1,1
8.0,7.0,6.0,5445.02,4.0,2.0,1,1,1,1,0,0,0,0,1,0,43.0,4,2.0,Undefined,1,0
3.0,4.0,20.0,9256.534,2.0,1.0,1,0,1,1,1,0,0,0,0,0,57.0,25,2.0,New Property,1,0
6.0,6.0,17.0,5445.02,2.0,3.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,0
4.0,5.0,5.7,2722.51,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,Relatively New,1,1
5.0,5.0,8.0,5445.02,2.0,1.0,1,1,1,0,1,0,1,0,0,0,25.0,7,2.0,Undefined,1,1
6.0,6.0,17.0,5445.02,2.0,1.0,1,1,1,1,1,1,1,1,1,1,66.0,25,2.0,New Property,1,1
5.0,5.0,5.0,3267.012,1.0,1.0,1,1,0,0,1,0,0,0,0,1,52.0,25,2.0,Moderately Old,1,1
6.0,6.0,7.75,5445.02,2.0,1.0,0,0,0,0,0,0,0,0,0,0,4.0,0,2.0,Undefined,1,0
5.0,5.0,16.0,5445.02,2.0,1.0,1,1,1,1,0,0,0,0,0,1,22.0,12,2.0,New Property,1,0
5.0,6.0,4.0,5445.02,2.0,2.0,1,1,1,1,1,1,1,1,1,0,63.0,15,2.0,Moderately Old,1,1
4.0,5.0,22.0,13068.048,2.0,1.0,1,1,1,1,1,1,1,0,1,0,30.0,3,2.0,Undefined,1,1
5.0,5.0,7.0,5445.02,1.0,1.0,1,1,1,0,0,0,0,0,0,0,49.0,7,2.0,Old Property,1,1
4.0,5.0,21.97,13068.048,1.0,1.0,1,1,1,1,1,0,1,0,0,0,23.0,9,2.0,Undefined,1,1
